round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T12:51:46.752937+00:00,False,False,[],[],[],16223,"{""cache_read_tokens"":0,""input_tokens"":3870,""output_tokens"":62}","{""cache_read_tokens"":0,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3870,""latency_seconds"":2.9745909000048414,""ledger_id"":950,""output_tokens"":62,""request_body_sha256"":""f04ab436073f1d8df23d07c19d6249d5305d80faa99f820cf8b53b35eb4a8b16"",""request_bytes"":16223,""requested_model"":""EB-GLM-5.2"",""response_bytes"":833,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""cef764ad4593786869c5b41e8748c7c309f844df1b96c7a7ccb45603e19f4ab7"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":0,""completion_cost"":0.0,""completion_tokens"":62,""prompt_cost"":0.0,""prompt_tokens"":3870,""prompt_tokens_details"":{""cached_tokens"":0},""reasoning_tokens"":0,""total_tokens"":3932},""utc_end"":""2026-09-15T12:51:49.827142+00:00"",""utc_start"":""2026-09-15T12:51:46.836512+00:00""}"
2,2026-09-15T12:52:06.763244+00:00,False,False,[],[],[],35694,"{""cache_read_tokens"":3328,""input_tokens"":8396,""output_tokens"":109}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":8396,""latency_seconds"":4.277004299976397,""ledger_id"":951,""output_tokens"":109,""request_body_sha256"":""4f1d539e109cad4d1f6caed2b206a5d203dc401723572d876c3c874c1cfbe161"",""request_bytes"":35694,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1052,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""24e4faff5bc40aafa4a572ecd7247fb83c476d0482fe19ad7999373408ed0bf4"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":109,""prompt_cost"":0.0,""prompt_tokens"":8396,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":8505},""utc_end"":""2026-09-15T12:52:11.145193+00:00"",""utc_start"":""2026-09-15T12:52:06.849042+00:00""}"
3,2026-09-15T12:52:14.040273+00:00,False,False,[],[],[],52166,"{""cache_read_tokens"":7168,""input_tokens"":12289,""output_tokens"":103}","{""cache_read_tokens"":7168,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":12289,""latency_seconds"":4.722385999979451,""ledger_id"":952,""output_tokens"":103,""request_body_sha256"":""aadb852e896d7561da0c923cb5d63691cc4f8f21f145f3cb2dcd94b5ce6c1c9b"",""request_bytes"":52166,""requested_model"":""EB-GLM-5.2"",""response_bytes"":950,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""8441a0abfd26427611b3e7ce48005ed9d15639af02385e70597df61e587df8b2"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":7168,""completion_cost"":0.0,""completion_tokens"":103,""prompt_cost"":0.0,""prompt_tokens"":12289,""prompt_tokens_details"":{""cached_tokens"":7168},""reasoning_tokens"":0,""total_tokens"":12392},""utc_end"":""2026-09-15T12:52:18.866531+00:00"",""utc_start"":""2026-09-15T12:52:14.125658+00:00""}"
4,2026-09-15T12:52:20.898304+00:00,False,False,[],[],[],68176,"{""cache_read_tokens"":1024,""input_tokens"":15983,""output_tokens"":89}","{""cache_read_tokens"":1024,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":15983,""latency_seconds"":3.7012399999948684,""ledger_id"":953,""output_tokens"":89,""request_body_sha256"":""7bdab500ca19879a5509e76ab2d5dfb6844fc2332b5958123c32075ed6a00774"",""request_bytes"":68176,""requested_model"":""EB-GLM-5.2"",""response_bytes"":952,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""ec57ebc23bdc6963197f5f16b892264b0b64015be80f3e915fbe1660ef19d6f2"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":1024,""completion_cost"":0.0,""completion_tokens"":89,""prompt_cost"":0.0,""prompt_tokens"":15983,""prompt_tokens_details"":{""cached_tokens"":1024},""reasoning_tokens"":0,""total_tokens"":16072},""utc_end"":""2026-09-15T12:52:24.724723+00:00"",""utc_start"":""2026-09-15T12:52:21.006316+00:00""}"
5,2026-09-15T12:52:27.012687+00:00,False,False,[],[],[],89153,"{""cache_read_tokens"":11008,""input_tokens"":21160,""output_tokens"":108}","{""cache_read_tokens"":11008,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21160,""latency_seconds"":3.5633288999961223,""ledger_id"":954,""output_tokens"":108,""request_body_sha256"":""f359fa17c21fa1a8f301713f040c0e84a485a0a1c5f3eeb456a358bbeef05f4a"",""request_bytes"":89153,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1006,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""b0bfb9260bf3674abefee27497c7f3a58b2990700652e8facab640cd09723daf"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":11008,""completion_cost"":0.0,""completion_tokens"":108,""prompt_cost"":0.0,""prompt_tokens"":21160,""prompt_tokens_details"":{""cached_tokens"":11008},""reasoning_tokens"":0,""total_tokens"":21268},""utc_end"":""2026-09-15T12:52:30.705966+00:00"",""utc_start"":""2026-09-15T12:52:27.123189+00:00""}"
6,2026-09-15T12:52:33.787723+00:00,False,True,[],[],[],89367,"{""cache_read_tokens"":3328,""input_tokens"":21450,""output_tokens"":113}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21450,""latency_seconds"":5.395597900002031,""ledger_id"":955,""output_tokens"":113,""request_body_sha256"":""e15e2640315e010f45d58699f846c0f772a14a34b16c51722c7d76b1f45ca728"",""request_bytes"":89367,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1014,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""8253a2d9e82db2f7a4fb92d8829f15aac38e8b61347ad51bd777264d584f6abb"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":113,""prompt_cost"":0.0,""prompt_tokens"":21450,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":21563},""utc_end"":""2026-09-15T12:52:39.313102+00:00"",""utc_start"":""2026-09-15T12:52:33.900327+00:00""}"
7,2026-09-15T12:52:41.742859+00:00,False,True,[],[],[],76580,"{""cache_read_tokens"":3328,""input_tokens"":18398,""output_tokens"":115}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":18398,""latency_seconds"":4.04965619998984,""ledger_id"":956,""output_tokens"":115,""request_body_sha256"":""2f41a2e7c8dbd2cb617a892332182e0edcdbec1b2541cb39419bc107dd6e06b5"",""request_bytes"":76580,""requested_model"":""EB-GLM-5.2"",""response_bytes"":996,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""37370864f44ca4d3b27e8b3eff2b438a45fdbd47b0ad130473351f96b604ce20"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":115,""prompt_cost"":0.0,""prompt_tokens"":18398,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":18513},""utc_end"":""2026-09-15T12:52:45.927592+00:00"",""utc_start"":""2026-09-15T12:52:41.860633+00:00""}"
8,2026-09-15T12:52:47.474900+00:00,False,True,[],[],[],73296,"{""cache_read_tokens"":3328,""input_tokens"":17791,""output_tokens"":114}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17791,""latency_seconds"":5.0198682000045665,""ledger_id"":957,""output_tokens"":114,""request_body_sha256"":""4d2d45d5ae108382a29ad0e0d2406397433c20fdebc28d8c7c29cbdc30d5d33d"",""request_bytes"":73296,""requested_model"":""EB-GLM-5.2"",""response_bytes"":991,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""a07b8b10b2f06ffebd9623af4fbc3558cb369fec21236e260e26b692b80a4860"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":114,""prompt_cost"":0.0,""prompt_tokens"":17791,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":17905},""utc_end"":""2026-09-15T12:52:52.632557+00:00"",""utc_start"":""2026-09-15T12:52:47.592720+00:00""}"
9,2026-09-15T12:52:52.892924+00:00,False,False,[],[],[],83577,"{""cache_read_tokens"":16256,""input_tokens"":20242,""output_tokens"":114}","{""cache_read_tokens"":16256,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":20242,""latency_seconds"":3.977494499995373,""ledger_id"":958,""output_tokens"":114,""request_body_sha256"":""9a271dc654b36d4aef97d8de45bd1eed04af8a872db8264b1532030167caa780"",""request_bytes"":83577,""requested_model"":""EB-GLM-5.2"",""response_bytes"":993,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""59c13aa8e3ecbb1ca20f522dd264761e881921dafac0fb917bdf36058d8c484f"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":16256,""completion_cost"":0.0,""completion_tokens"":114,""prompt_cost"":0.0,""prompt_tokens"":20242,""prompt_tokens_details"":{""cached_tokens"":16256},""reasoning_tokens"":0,""total_tokens"":20356},""utc_end"":""2026-09-15T12:52:57.008967+00:00"",""utc_start"":""2026-09-15T12:52:53.012592+00:00""}"
10,2026-09-15T12:52:57.263569+00:00,False,True,[],[],[],77296,"{""cache_read_tokens"":3328,""input_tokens"":18662,""output_tokens"":114}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":18662,""latency_seconds"":3.5820260000182316,""ledger_id"":959,""output_tokens"":114,""request_body_sha256"":""27d1f3e87f7666cb22396dc4eed5ed238fca94a9483bb4525d0dfe4422ed0661"",""request_bytes"":77296,""requested_model"":""EB-GLM-5.2"",""response_bytes"":991,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""845722443a9400b6e057a14365020e4bcccbf8a0d040ea6e9f09981268e89aa5"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":114,""prompt_cost"":0.0,""prompt_tokens"":18662,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":18776},""utc_end"":""2026-09-15T12:53:00.984630+00:00"",""utc_start"":""2026-09-15T12:52:57.385941+00:00""}"
