round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T16:44:05.280088+00:00,False,False,[],[],[],16349,"{""cache_read_tokens"":3840,""input_tokens"":3914,""output_tokens"":84}","{""cache_read_tokens"":3840,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3914,""latency_seconds"":4.299220399989281,""ledger_id"":1554,""output_tokens"":84,""request_body_sha256"":""a61deeac7f2debefea800747f21cf59eb495c83b3fe63081feaef2c7a704fe3b"",""request_bytes"":16349,""requested_model"":""EB-GLM-5.2"",""response_bytes"":911,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""9ab8605f1ecad5e8b120b69447d6c74868a771e3791768850bc2648e0a44a155"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":3840,""completion_cost"":0.0,""completion_tokens"":84,""prompt_cost"":0.0,""prompt_tokens"":3914,""prompt_tokens_details"":{""cached_tokens"":3840},""reasoning_tokens"":0,""total_tokens"":3998},""utc_end"":""2026-09-15T16:44:09.704446+00:00"",""utc_start"":""2026-09-15T16:44:05.384528+00:00""}"
2,2026-09-15T16:44:11.687375+00:00,False,False,[],[],[],29859,"{""cache_read_tokens"":3456,""input_tokens"":7139,""output_tokens"":53}","{""cache_read_tokens"":3456,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":7139,""latency_seconds"":3.062187300005462,""ledger_id"":1555,""output_tokens"":53,""request_body_sha256"":""1715a75e8843b91db1c6b17099dd1bab9430ebd18d22853a08c164046fba7d76"",""request_bytes"":29859,""requested_model"":""EB-GLM-5.2"",""response_bytes"":845,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""c316568f1ef8a4464743b2ed4cf3facc0726d7dac00208d7fa705fd69180f09d"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3456,""completion_cost"":0.0,""completion_tokens"":53,""prompt_cost"":0.0,""prompt_tokens"":7139,""prompt_tokens_details"":{""cached_tokens"":3456},""reasoning_tokens"":0,""total_tokens"":7192},""utc_end"":""2026-09-15T16:44:14.879633+00:00"",""utc_start"":""2026-09-15T16:44:11.797895+00:00""}"
3,2026-09-15T16:44:15.116017+00:00,False,False,"[""e1"",""e2""]",[],[],37353,"{""cache_read_tokens"":6016,""input_tokens"":9027,""output_tokens"":156}","{""cache_read_tokens"":6016,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":9027,""latency_seconds"":4.4100561999948695,""ledger_id"":1556,""output_tokens"":156,""request_body_sha256"":""6a6f55d4edc72127efee3a34ca6c6f089916d0e10e7fa474d29ff88a0fc9520e"",""request_bytes"":37353,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1103,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""f26e5a4b9c0c196b365e3497eaae1033fa46fc6906b91c95abd5d30ed38f099b"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":6016,""completion_cost"":0.0,""completion_tokens"":156,""prompt_cost"":0.0,""prompt_tokens"":9027,""prompt_tokens_details"":{""cached_tokens"":6016},""reasoning_tokens"":0,""total_tokens"":9183},""utc_end"":""2026-09-15T16:44:19.645886+00:00"",""utc_start"":""2026-09-15T16:44:15.218695+00:00""}"
4,2026-09-15T16:44:19.759800+00:00,True,False,"[""e1"",""e2""]",[],[],30070,"{""cache_read_tokens"":1152,""input_tokens"":7266,""output_tokens"":74}","{""cache_read_tokens"":1152,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":7266,""latency_seconds"":2.619525300018722,""ledger_id"":1557,""output_tokens"":74,""request_body_sha256"":""21fa3f9ac5243884e085e5b9e501f95c19805b9e18a159556439dee627174dc4"",""request_bytes"":30070,""requested_model"":""EB-GLM-5.2"",""response_bytes"":839,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""63a8ffc9680d0cd7ecfa02e8b771152d8f100145dfd25bf009b5662fd80b7d73"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":1152,""completion_cost"":0.0,""completion_tokens"":74,""prompt_cost"":0.0,""prompt_tokens"":7266,""prompt_tokens_details"":{""cached_tokens"":1152},""reasoning_tokens"":0,""total_tokens"":7340},""utc_end"":""2026-09-15T16:44:22.499332+00:00"",""utc_start"":""2026-09-15T16:44:19.862325+00:00""}"
