round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T16:02:52.309211+00:00,False,False,[],[],[],17470,"{""cache_read_tokens"":3456,""input_tokens"":4101,""output_tokens"":163}","{""cache_read_tokens"":3456,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":4101,""latency_seconds"":4.486202200001571,""ledger_id"":1440,""output_tokens"":163,""request_body_sha256"":""8911120a284204f647353c1e8fca1e73880dfe567fd00afd09366d9f108a2376"",""request_bytes"":17470,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1278,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""2c91e1d57bae0410d4553a0a7c14584cda4cdb97884471cca472220cc0acde05"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":3456,""completion_cost"":0.0,""completion_tokens"":163,""prompt_cost"":0.0,""prompt_tokens"":4101,""prompt_tokens_details"":{""cached_tokens"":3456},""reasoning_tokens"":0,""total_tokens"":4264},""utc_end"":""2026-09-15T16:02:56.896275+00:00"",""utc_start"":""2026-09-15T16:02:52.393263+00:00""}"
2,2026-09-15T16:03:03.585352+00:00,False,False,"[""e1""]",[],[],44630,"{""cache_read_tokens"":3584,""input_tokens"":10794,""output_tokens"":136}","{""cache_read_tokens"":3584,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":10794,""latency_seconds"":4.6034790000121575,""ledger_id"":1441,""output_tokens"":136,""request_body_sha256"":""b9fcceb2d72918f4dccb2b50afbbbc2656fd5c9ac21e203136f7727648763760"",""request_bytes"":44630,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1180,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""415acb332a9e13e851bfaf402b67834d81b3d06e4ecca78711080b8302893849"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3584,""completion_cost"":0.0,""completion_tokens"":136,""prompt_cost"":0.0,""prompt_tokens"":10794,""prompt_tokens_details"":{""cached_tokens"":3584},""reasoning_tokens"":0,""total_tokens"":10930},""utc_end"":""2026-09-15T16:03:08.299085+00:00"",""utc_start"":""2026-09-15T16:03:03.678224+00:00""}"
3,2026-09-15T16:03:14.108375+00:00,False,False,"[""e1"",""e2""]",[],[],68413,"{""cache_read_tokens"":9600,""input_tokens"":16345,""output_tokens"":148}","{""cache_read_tokens"":9600,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":16345,""latency_seconds"":3.7681671000027563,""ledger_id"":1442,""output_tokens"":148,""request_body_sha256"":""99fa493c45f34ad6e4e61db9043045bc76dc778d47ea7b42ae1961b047ce38de"",""request_bytes"":68413,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1249,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""f7007251a58484abcb3512cd978b2166f46d387446d17fe45c3c42e1e97522c6"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":9600,""completion_cost"":0.0,""completion_tokens"":148,""prompt_cost"":0.0,""prompt_tokens"":16345,""prompt_tokens_details"":{""cached_tokens"":9600},""reasoning_tokens"":0,""total_tokens"":16493},""utc_end"":""2026-09-15T16:03:18.021083+00:00"",""utc_start"":""2026-09-15T16:03:14.234085+00:00""}"
4,2026-09-15T16:03:30.768859+00:00,False,True,"[""e1"",""e2"",""e3""]","[""e1""]",[],72153,"{""cache_read_tokens"":3584,""input_tokens"":17214,""output_tokens"":174}","{""cache_read_tokens"":3584,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17214,""latency_seconds"":4.177979800006142,""ledger_id"":1443,""output_tokens"":174,""request_body_sha256"":""89584bc1c7b952d443c69c72a0a9f3139f8bcf375d4e8b0f9ee58ad5d1735343"",""request_bytes"":72153,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1486,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""0ac84a857f4b10d2dc10abc50ffadfeed14ff5d6c8ae553179545546a7c0f6b0"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":3584,""completion_cost"":0.0,""completion_tokens"":174,""prompt_cost"":0.0,""prompt_tokens"":17214,""prompt_tokens_details"":{""cached_tokens"":3584},""reasoning_tokens"":0,""total_tokens"":17388},""utc_end"":""2026-09-15T16:03:35.092833+00:00"",""utc_start"":""2026-09-15T16:03:30.897197+00:00""}"
5,2026-09-15T16:04:17.818100+00:00,False,True,"[""e1"",""e2"",""e3"",""e4"",""e5""]","[""e1"",""e2"",""e3""]",[],77954,"{""cache_read_tokens"":3584,""input_tokens"":18200,""output_tokens"":143}","{""cache_read_tokens"":3584,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":18200,""latency_seconds"":4.539747300004819,""ledger_id"":1444,""output_tokens"":143,""request_body_sha256"":""0480987c96896dc970f22c264258f6b37c0f78091e178b2e0749ed70cf33b41a"",""request_bytes"":77954,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1280,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""591a4da27b6b25070d912fd3fe423f38a20d5f66ead617d629b5bf2bec21e421"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":3584,""completion_cost"":0.0,""completion_tokens"":143,""prompt_cost"":0.0,""prompt_tokens"":18200,""prompt_tokens_details"":{""cached_tokens"":3584},""reasoning_tokens"":0,""total_tokens"":18343},""utc_end"":""2026-09-15T16:04:22.499953+00:00"",""utc_start"":""2026-09-15T16:04:17.940685+00:00""}"
6,2026-09-15T16:04:30.969428+00:00,False,True,"[""e3"",""e4"",""e5"",""e6"",""e7""]","[""e3"",""e4"",""e5""]",[],58320,"{""cache_read_tokens"":3584,""input_tokens"":13766,""output_tokens"":112}","{""cache_read_tokens"":3584,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":13766,""latency_seconds"":5.507638400013093,""ledger_id"":1445,""output_tokens"":112,""request_body_sha256"":""f04dad67a032c8cdd4558927fd4fb2bfbc5ab37a65fe26c9d20779eb230649e3"",""request_bytes"":58320,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1052,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""764acf513c9f9a3926da217ba531425ef5f12fe197a9f993cf788a1ae6e4b4bb"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":3584,""completion_cost"":0.0,""completion_tokens"":112,""prompt_cost"":0.0,""prompt_tokens"":13766,""prompt_tokens_details"":{""cached_tokens"":3584},""reasoning_tokens"":0,""total_tokens"":13878},""utc_end"":""2026-09-15T16:04:36.601848+00:00"",""utc_start"":""2026-09-15T16:04:31.075731+00:00""}"
7,2026-09-15T16:04:44.022722+00:00,False,False,"[""e5"",""e6"",""e7""]","[""e5""]",[],71602,"{""cache_read_tokens"":9984,""input_tokens"":16869,""output_tokens"":154}","{""cache_read_tokens"":9984,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":16869,""latency_seconds"":5.531470099987928,""ledger_id"":1446,""output_tokens"":154,""request_body_sha256"":""412675d308192b15a20dac7d02af4caa7c7fa2b4bebc78412d5f86cd3d34cb61"",""request_bytes"":71602,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1300,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""5d4e0e153c16abb5553c8c008da1676bace90f95a9324fccf54afb9968366317"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":9984,""completion_cost"":0.0,""completion_tokens"":154,""prompt_cost"":0.0,""prompt_tokens"":16869,""prompt_tokens_details"":{""cached_tokens"":9984},""reasoning_tokens"":0,""total_tokens"":17023},""utc_end"":""2026-09-15T16:04:49.675821+00:00"",""utc_start"":""2026-09-15T16:04:44.126629+00:00""}"
8,2026-09-15T16:04:54.307782+00:00,False,False,"[""e5"",""e6"",""e7""]","[""e5""]",[],91855,"{""cache_read_tokens"":14848,""input_tokens"":21799,""output_tokens"":162}","{""cache_read_tokens"":14848,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21799,""latency_seconds"":4.872984000016004,""ledger_id"":1447,""output_tokens"":162,""request_body_sha256"":""0c75511b38eed1228f3db6d52023208c0ba2752b5d2ef42ea312dad45c411815"",""request_bytes"":91855,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1276,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""de490b9a4f94eaab7b020c04072ecd4affa8addcd466a14fd8bf04b100f3c30b"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":14848,""completion_cost"":0.0,""completion_tokens"":162,""prompt_cost"":0.0,""prompt_tokens"":21799,""prompt_tokens_details"":{""cached_tokens"":14848},""reasoning_tokens"":0,""total_tokens"":21961},""utc_end"":""2026-09-15T16:04:59.306544+00:00"",""utc_start"":""2026-09-15T16:04:54.415092+00:00""}"
9,2026-09-15T16:05:08.221663+00:00,False,True,"[""e5"",""e6"",""e7""]","[""e5"",""e6"",""e7""]",[],91124,"{""cache_read_tokens"":3584,""input_tokens"":21759,""output_tokens"":155}","{""cache_read_tokens"":3584,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21759,""latency_seconds"":4.476449899986619,""ledger_id"":1448,""output_tokens"":155,""request_body_sha256"":""4ef19b16b34938041a4733bfb5f55e6c09348d44a93653a862b695a0fa2b1a23"",""request_bytes"":91124,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1234,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""bdcaa86bc8d9e3208d4705022120ae91dd8c94dbb0af31c5f5c45120460229b7"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":3584,""completion_cost"":0.0,""completion_tokens"":155,""prompt_cost"":0.0,""prompt_tokens"":21759,""prompt_tokens_details"":{""cached_tokens"":3584},""reasoning_tokens"":0,""total_tokens"":21914},""utc_end"":""2026-09-15T16:05:12.821635+00:00"",""utc_start"":""2026-09-15T16:05:08.326594+00:00""}"
10,2026-09-15T16:05:18.117654+00:00,False,True,"[""e5"",""e6"",""e7""]","[""e5"",""e6"",""e7""]",[],84905,"{""cache_read_tokens"":3584,""input_tokens"":20353,""output_tokens"":126}","{""cache_read_tokens"":3584,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":20353,""latency_seconds"":3.5888162000046577,""ledger_id"":1449,""output_tokens"":126,""request_body_sha256"":""866f0b2ffb55241734e32fcd5969be8d30dd79138a61d5c417594e99499e9280"",""request_bytes"":84905,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1112,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""bae81fc49fa38b8fd2b5ef2647e5459ce8825eac3d93371e72e6c6af73d7a79d"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":3584,""completion_cost"":0.0,""completion_tokens"":126,""prompt_cost"":0.0,""prompt_tokens"":20353,""prompt_tokens_details"":{""cached_tokens"":3584},""reasoning_tokens"":0,""total_tokens"":20479},""utc_end"":""2026-09-15T16:05:21.828849+00:00"",""utc_start"":""2026-09-15T16:05:18.222392+00:00""}"
