round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T14:32:07.706889+00:00,False,False,[],[],[],16395,"{""cache_read_tokens"":3840,""input_tokens"":3925,""output_tokens"":83}","{""cache_read_tokens"":3840,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3925,""latency_seconds"":2.5581396999768913,""ledger_id"":1383,""output_tokens"":83,""request_body_sha256"":""b49bc53fdbe79f091d6bb2adb9f70bc0d0d3f7d83bf5f16149b1ca69c7c9a563"",""request_bytes"":16395,""requested_model"":""EB-GLM-5.2"",""response_bytes"":924,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""bf346ea5ca1d713e9c83298e986162b02a382a8ccb66afcfb9ca07289c8bcb5b"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":3840,""completion_cost"":0.0,""completion_tokens"":83,""prompt_cost"":0.0,""prompt_tokens"":3925,""prompt_tokens_details"":{""cached_tokens"":3840},""reasoning_tokens"":0,""total_tokens"":4008},""utc_end"":""2026-09-15T14:32:10.384085+00:00"",""utc_start"":""2026-09-15T14:32:07.809522+00:00""}"
2,2026-09-15T14:32:12.707767+00:00,False,False,[],[],[],38289,"{""cache_read_tokens"":3456,""input_tokens"":9260,""output_tokens"":147}","{""cache_read_tokens"":3456,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":9260,""latency_seconds"":5.128345700009959,""ledger_id"":1384,""output_tokens"":147,""request_body_sha256"":""08b42e8418a00602e0cad4dc84d298bb626fc2e3364c131aeccf7cfb75c3c5c7"",""request_bytes"":38289,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1081,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""073e6317da63a7282fd89959af65e9f3273e684f0fcad7d499cba1f5ba084e4d"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3456,""completion_cost"":0.0,""completion_tokens"":147,""prompt_cost"":0.0,""prompt_tokens"":9260,""prompt_tokens_details"":{""cached_tokens"":3456},""reasoning_tokens"":0,""total_tokens"":9407},""utc_end"":""2026-09-15T14:32:17.954679+00:00"",""utc_start"":""2026-09-15T14:32:12.808765+00:00""}"
3,2026-09-15T14:32:21.492701+00:00,False,False,[],[],[],57463,"{""cache_read_tokens"":8064,""input_tokens"":14692,""output_tokens"":47}","{""cache_read_tokens"":8064,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":14692,""latency_seconds"":1.9178790000150912,""ledger_id"":1385,""output_tokens"":47,""request_body_sha256"":""9de88fbd83f7205b4efa67011fdcb10de7a6e661cf43ddac9fd1102ff03888ee"",""request_bytes"":57463,""requested_model"":""EB-GLM-5.2"",""response_bytes"":754,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""5103e29b5c7d496b14e999170f5e29adfa3b086d4cc66d2976b119588166e06b"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":8064,""completion_cost"":0.0,""completion_tokens"":47,""prompt_cost"":0.0,""prompt_tokens"":14692,""prompt_tokens_details"":{""cached_tokens"":8064},""reasoning_tokens"":0,""total_tokens"":14739},""utc_end"":""2026-09-15T14:32:23.532262+00:00"",""utc_start"":""2026-09-15T14:32:21.596592+00:00""}"
4,2026-09-15T14:32:23.717650+00:00,False,False,"[""e1""]",[],[],61708,"{""cache_read_tokens"":13184,""input_tokens"":16809,""output_tokens"":131}","{""cache_read_tokens"":13184,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":16809,""latency_seconds"":3.531568700011121,""ledger_id"":1386,""output_tokens"":131,""request_body_sha256"":""3ea204d7e6bbb6536e5433671f412ddf7c45c563d255597b376dc3b255ef5f24"",""request_bytes"":61708,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1114,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""c8ea32c5ac17eea9e1f635e2fe0530162fdf74c7c2a8ce8cf8d0db19aa248ace"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":13184,""completion_cost"":0.0,""completion_tokens"":131,""prompt_cost"":0.0,""prompt_tokens"":16809,""prompt_tokens_details"":{""cached_tokens"":13184},""reasoning_tokens"":0,""total_tokens"":16940},""utc_end"":""2026-09-15T14:32:27.374999+00:00"",""utc_start"":""2026-09-15T14:32:23.825014+00:00""}"
5,2026-09-15T14:32:27.519371+00:00,False,False,"[""e1"",""e2""]",[],[],66404,"{""cache_read_tokens"":15360,""input_tokens"":18999,""output_tokens"":332}","{""cache_read_tokens"":15360,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":18999,""latency_seconds"":11.710119600000326,""ledger_id"":1387,""output_tokens"":332,""request_body_sha256"":""20106efa1ca4a2897e7e9920d094330568f7fead4a29916e7c5a2fc6811bc124"",""request_bytes"":66404,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1561,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""1718b08f49986694c6bd085fb322f52c6bfb3699c4a9b6afdf8815fc153ff792"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":15360,""completion_cost"":0.0,""completion_tokens"":332,""prompt_cost"":0.0,""prompt_tokens"":18999,""prompt_tokens_details"":{""cached_tokens"":15360},""reasoning_tokens"":0,""total_tokens"":19331},""utc_end"":""2026-09-15T14:32:39.369871+00:00"",""utc_start"":""2026-09-15T14:32:27.641183+00:00""}"
6,2026-09-15T14:32:42.332345+00:00,False,False,"[""e1"",""e2""]",[],[],87003,"{""cache_read_tokens"":17536,""input_tokens"":24435,""output_tokens"":163}","{""cache_read_tokens"":17536,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":24435,""latency_seconds"":4.949880300002405,""ledger_id"":1388,""output_tokens"":163,""request_body_sha256"":""45ab7c8127c9c714b3fd65464f7f18e7969a0c9af5a35182d00875e2ac277278"",""request_bytes"":87003,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1282,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""a1440b4ae5448fabb6384fb8ec6ed7a7a010a5047e05f2b6e240bf4503396de6"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":17536,""completion_cost"":0.0,""completion_tokens"":163,""prompt_cost"":0.0,""prompt_tokens"":24435,""prompt_tokens_details"":{""cached_tokens"":17536},""reasoning_tokens"":0,""total_tokens"":24598},""utc_end"":""2026-09-15T14:32:47.412279+00:00"",""utc_start"":""2026-09-15T14:32:42.443612+00:00""}"
7,2026-09-15T14:32:49.250658+00:00,False,True,"[""e1"",""e2"",""e3""]",[],[],64105,"{""cache_read_tokens"":3456,""input_tokens"":19691,""output_tokens"":130}","{""cache_read_tokens"":3456,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19691,""latency_seconds"":4.038102899998194,""ledger_id"":1389,""output_tokens"":130,""request_body_sha256"":""5009fb1dc66b7f54b88c3db73158523de6dda7f7348ce30696de101badfa184b"",""request_bytes"":64105,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1058,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""4dcdd381fba0a4fccee9a5cb5363896825047ede63e7a4a61ca3e90ca45331cd"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":3456,""completion_cost"":0.0,""completion_tokens"":130,""prompt_cost"":0.0,""prompt_tokens"":19691,""prompt_tokens_details"":{""cached_tokens"":3456},""reasoning_tokens"":0,""total_tokens"":19821},""utc_end"":""2026-09-15T14:32:53.424507+00:00"",""utc_start"":""2026-09-15T14:32:49.367477+00:00""}"
8,2026-09-15T14:32:55.737630+00:00,False,False,"[""e1"",""e2"",""e3""]",[],[],83737,"{""cache_read_tokens"":18304,""input_tokens"":24766,""output_tokens"":146}","{""cache_read_tokens"":18304,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":24766,""latency_seconds"":3.8738582000078168,""ledger_id"":1390,""output_tokens"":146,""request_body_sha256"":""d8cf819c31416d7219e64913c5cf42b373da7ad6715e5edea5fe91ba76ab5899"",""request_bytes"":83737,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1164,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""f4a6c46ddef75d4fce07b13ac319c79dbb267a66f48a6b01f3ac0bc4f70f80ba"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":18304,""completion_cost"":0.0,""completion_tokens"":146,""prompt_cost"":0.0,""prompt_tokens"":24766,""prompt_tokens_details"":{""cached_tokens"":18304},""reasoning_tokens"":0,""total_tokens"":24912},""utc_end"":""2026-09-15T14:32:59.748043+00:00"",""utc_start"":""2026-09-15T14:32:55.855543+00:00""}"
9,2026-09-15T14:33:02.356982+00:00,False,True,"[""e1"",""e2"",""e3""]","[""e1"",""e2""]",[],81843,"{""cache_read_tokens"":3456,""input_tokens"":24116,""output_tokens"":134}","{""cache_read_tokens"":3456,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":24116,""latency_seconds"":4.401217300008284,""ledger_id"":1391,""output_tokens"":134,""request_body_sha256"":""fb21c43f69ae97691350721c4193c18ed79106119cc6aeb7d7825c9d81acf270"",""request_bytes"":81843,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1074,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""e4c4928361dce8e15381cf3166e887d5281623899587369747c13bd8c77ec5ef"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":3456,""completion_cost"":0.0,""completion_tokens"":134,""prompt_cost"":0.0,""prompt_tokens"":24116,""prompt_tokens_details"":{""cached_tokens"":3456},""reasoning_tokens"":0,""total_tokens"":24250},""utc_end"":""2026-09-15T14:33:06.894774+00:00"",""utc_start"":""2026-09-15T14:33:02.474785+00:00""}"
10,2026-09-15T14:33:09.797274+00:00,False,True,"[""e1"",""e2"",""e3""]","[""e1"",""e2"",""e3""]",[],90123,"{""cache_read_tokens"":3456,""input_tokens"":25925,""output_tokens"":134}","{""cache_read_tokens"":3456,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":25925,""latency_seconds"":3.8209069999866188,""ledger_id"":1392,""output_tokens"":134,""request_body_sha256"":""67b3603cc223b32292a59c3ad8240bc12047c51c128f9166d03a81311f49b1da"",""request_bytes"":90123,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1074,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""1f5705cdb72d6a8e422bc6bf209b1356b833edf0e1e687bc253e818aac90ebd9"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":3456,""completion_cost"":0.0,""completion_tokens"":134,""prompt_cost"":0.0,""prompt_tokens"":25925,""prompt_tokens_details"":{""cached_tokens"":3456},""reasoning_tokens"":0,""total_tokens"":26059},""utc_end"":""2026-09-15T14:33:13.780355+00:00"",""utc_start"":""2026-09-15T14:33:09.938694+00:00""}"
