round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T14:02:30.029591+00:00,False,False,[],[],[],16125,"{""cache_read_tokens"":0,""input_tokens"":3865,""output_tokens"":94}","{""cache_read_tokens"":0,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3865,""latency_seconds"":3.354282299987972,""ledger_id"":1148,""output_tokens"":94,""request_body_sha256"":""a0a6038e1217457f81bdb6d6b6d6e88222ff2fd0ba0fcd355f0bf3933dadf4bf"",""request_bytes"":16125,""requested_model"":""EB-GLM-5.2"",""response_bytes"":918,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""ee3306ccb3af939fdcb4cfcc9ce6ca40a48bac998a42ce4d74af203a82f99089"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":0,""completion_cost"":0.0,""completion_tokens"":94,""prompt_cost"":0.0,""prompt_tokens"":3865,""prompt_tokens_details"":{""cached_tokens"":0},""reasoning_tokens"":0,""total_tokens"":3959},""utc_end"":""2026-09-15T14:02:33.497926+00:00"",""utc_start"":""2026-09-15T14:02:30.126999+00:00""}"
2,2026-09-15T14:02:49.712810+00:00,False,False,[],[],[],35734,"{""cache_read_tokens"":3328,""input_tokens"":8694,""output_tokens"":188}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":8694,""latency_seconds"":5.41881000000285,""ledger_id"":1149,""output_tokens"":188,""request_body_sha256"":""ea11886156541198163cd4c5da014cfd238e509a619704368f3dcc0f008e845e"",""request_bytes"":35734,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1409,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""3705ea2ec37d557dee5258f6ef534282ba5003d350d1510f0a45dfda229700ce"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":188,""prompt_cost"":0.0,""prompt_tokens"":8694,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":8882},""utc_end"":""2026-09-15T14:02:55.765699+00:00"",""utc_start"":""2026-09-15T14:02:50.325717+00:00""}"
3,2026-09-15T14:03:01.007917+00:00,False,False,[],[],[],69276,"{""cache_read_tokens"":7424,""input_tokens"":16753,""output_tokens"":190}","{""cache_read_tokens"":7424,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":16753,""latency_seconds"":5.618560399976559,""ledger_id"":1150,""output_tokens"":190,""request_body_sha256"":""0e307fbf3f77503ee8b8ea5f563dd541a43c31e4833771087a1f87087453292d"",""request_bytes"":69276,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1368,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""eaabad170907d59e6040e5a3da25fe706b6c73da7b3c7970e631b296f2523716"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":7424,""completion_cost"":0.0,""completion_tokens"":190,""prompt_cost"":0.0,""prompt_tokens"":16753,""prompt_tokens_details"":{""cached_tokens"":7424},""reasoning_tokens"":0,""total_tokens"":16943},""utc_end"":""2026-09-15T14:03:06.756224+00:00"",""utc_start"":""2026-09-15T14:03:01.120530+00:00""}"
4,2026-09-15T14:03:11.303804+00:00,False,True,[],[],[],85757,"{""cache_read_tokens"":3328,""input_tokens"":20788,""output_tokens"":184}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":20788,""latency_seconds"":5.567953599995235,""ledger_id"":1151,""output_tokens"":184,""request_body_sha256"":""ee5885a284afebc051c45532161ee0d93f28c2b29fdc5a446d564768b5db681d"",""request_bytes"":85757,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1387,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""d00b7a87adf47bb815fcdee82d80cb926ba59d0e1e69aab1840c74cc3ec1697c"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":184,""prompt_cost"":0.0,""prompt_tokens"":20788,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":20972},""utc_end"":""2026-09-15T14:03:17.072284+00:00"",""utc_start"":""2026-09-15T14:03:11.479940+00:00""}"
5,2026-09-15T14:03:47.787821+00:00,False,True,[],[],[],85880,"{""cache_read_tokens"":3328,""input_tokens"":20887,""output_tokens"":111}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":20887,""latency_seconds"":4.734688199998345,""ledger_id"":1152,""output_tokens"":111,""request_body_sha256"":""8e7af6e8e90c67b757a2f576e5e7a3ef8dd6945acf1bf8f3d30c9a4f27227b33"",""request_bytes"":85880,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1154,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""13a9d37dbcd10b37b92a61abcab4620f5b7c2547c743213b2bdbd1db9099e485"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":111,""prompt_cost"":0.0,""prompt_tokens"":20887,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":20998},""utc_end"":""2026-09-15T14:03:52.687065+00:00"",""utc_start"":""2026-09-15T14:03:47.932752+00:00""}"
6,2026-09-15T14:04:00.514375+00:00,False,True,"[""e1""]",[],[],73172,"{""cache_read_tokens"":3328,""input_tokens"":17757,""output_tokens"":119}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17757,""latency_seconds"":3.963880600000266,""ledger_id"":1153,""output_tokens"":119,""request_body_sha256"":""e952247511d5feff7253a5efbea311977ebd522bd701fb104cb2036c01767e6a"",""request_bytes"":73172,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1187,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""e8e234ff5a68f1191031920a909f8e3f69b154115b6e5b313fa4edd9f9940add"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":119,""prompt_cost"":0.0,""prompt_tokens"":17757,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":17876},""utc_end"":""2026-09-15T14:04:04.612176+00:00"",""utc_start"":""2026-09-15T14:04:00.631201+00:00""}"
7,2026-09-15T14:04:07.065096+00:00,False,False,"[""e1""]",[],[],91054,"{""cache_read_tokens"":16512,""input_tokens"":22127,""output_tokens"":128}","{""cache_read_tokens"":16512,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":22127,""latency_seconds"":2.9650710999849252,""ledger_id"":1154,""output_tokens"":128,""request_body_sha256"":""409deca42e5797b4b71f5fa874d6f7540e94cc1cdc73be70e879c05d67898d63"",""request_bytes"":91054,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1200,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""81db54ca462ad287be8e996bf336ccace06946f3765897f7f38f74dde9a491e7"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":16512,""completion_cost"":0.0,""completion_tokens"":128,""prompt_cost"":0.0,""prompt_tokens"":22127,""prompt_tokens_details"":{""cached_tokens"":16512},""reasoning_tokens"":0,""total_tokens"":22255},""utc_end"":""2026-09-15T14:04:10.172060+00:00"",""utc_start"":""2026-09-15T14:04:07.187766+00:00""}"
8,2026-09-15T14:04:12.516290+00:00,False,True,"[""e1"",""e2""]",[],[],76864,"{""cache_read_tokens"":3328,""input_tokens"":18552,""output_tokens"":86}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":18552,""latency_seconds"":3.185204999987036,""ledger_id"":1155,""output_tokens"":86,""request_body_sha256"":""5a75d74122669a1febbb633bf570b706ce39f34b80906a32f11f0462397a17dc"",""request_bytes"":76864,""requested_model"":""EB-GLM-5.2"",""response_bytes"":950,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""5c5e387f0c298c0e888610c2daafbe769ca085b5da54a562138419f8eec8cd53"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":86,""prompt_cost"":0.0,""prompt_tokens"":18552,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":18638},""utc_end"":""2026-09-15T14:04:15.853925+00:00"",""utc_start"":""2026-09-15T14:04:12.651741+00:00""}"
9,2026-09-15T14:04:17.866184+00:00,False,False,"[""e1"",""e2""]",[],[],90932,"{""cache_read_tokens"":17280,""input_tokens"":21980,""output_tokens"":83}","{""cache_read_tokens"":17280,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21980,""latency_seconds"":4.182857000007061,""ledger_id"":1156,""output_tokens"":83,""request_body_sha256"":""13347641436dbe9d2f6615ffc7b88fc4c8c952b60209f7fefd26c901bc1f5b7a"",""request_bytes"":90932,""requested_model"":""EB-GLM-5.2"",""response_bytes"":927,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""311b901a5d8213dcf0300e0be7f67541d9d80cc6becac271259704345e1685ad"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":17280,""completion_cost"":0.0,""completion_tokens"":83,""prompt_cost"":0.0,""prompt_tokens"":21980,""prompt_tokens_details"":{""cached_tokens"":17280},""reasoning_tokens"":0,""total_tokens"":22063},""utc_end"":""2026-09-15T14:04:22.289191+00:00"",""utc_start"":""2026-09-15T14:04:18.027546+00:00""}"
10,2026-09-15T14:04:24.823444+00:00,False,True,"[""e1"",""e2""]","[""e1""]",[],91026,"{""cache_read_tokens"":3328,""input_tokens"":22093,""output_tokens"":94}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":22093,""latency_seconds"":4.47620740000275,""ledger_id"":1157,""output_tokens"":94,""request_body_sha256"":""cf917c9f0a0559471a5355a0fe4b064f01f9584177a2ead685567120adde3110"",""request_bytes"":91026,""requested_model"":""EB-GLM-5.2"",""response_bytes"":991,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""8dfd50ff9c689405ff4f1bcdb154cecdf392e60836bafdc9edafc55e36c605d4"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":94,""prompt_cost"":0.0,""prompt_tokens"":22093,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":22187},""utc_end"":""2026-09-15T14:04:29.450638+00:00"",""utc_start"":""2026-09-15T14:04:24.955384+00:00""}"
