round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T12:23:52.352646+00:00,False,False,[],[],[],16223,"{""cache_read_tokens"":3840,""input_tokens"":3870,""output_tokens"":193}","{""cache_read_tokens"":3840,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3870,""latency_seconds"":4.469332699984079,""ledger_id"":884,""output_tokens"":193,""request_body_sha256"":""f04ab436073f1d8df23d07c19d6249d5305d80faa99f820cf8b53b35eb4a8b16"",""request_bytes"":16223,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1370,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""e95ac39bda0fff35a228bd1b27e3d6eb5d51df7176ee8e95b4ada4e761e67b72"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":3840,""completion_cost"":0.0,""completion_tokens"":193,""prompt_cost"":0.0,""prompt_tokens"":3870,""prompt_tokens_details"":{""cached_tokens"":3840},""reasoning_tokens"":0,""total_tokens"":4063},""utc_end"":""2026-09-15T12:23:56.942542+00:00"",""utc_start"":""2026-09-15T12:23:52.454949+00:00""}"
2,2026-09-15T12:24:02.289585+00:00,False,False,[],[],[],36378,"{""cache_read_tokens"":3328,""input_tokens"":8693,""output_tokens"":190}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":8693,""latency_seconds"":4.0356564999965485,""ledger_id"":885,""output_tokens"":190,""request_body_sha256"":""2b196e9e249462a354b4dd2f0365be6f76bdd53ff49ea334e15a8308afea4ed9"",""request_bytes"":36378,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1387,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""1c6f27aeff5acd40b4169db34a17f1f28d566fbda8b05da6e797320030ebb0e2"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":190,""prompt_cost"":0.0,""prompt_tokens"":8693,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":8883},""utc_end"":""2026-09-15T12:24:06.430647+00:00"",""utc_start"":""2026-09-15T12:24:02.376028+00:00""}"
3,2026-09-15T12:24:09.176045+00:00,False,False,[],[],[],53191,"{""cache_read_tokens"":7424,""input_tokens"":12623,""output_tokens"":181}","{""cache_read_tokens"":7424,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":12623,""latency_seconds"":4.930047100002412,""ledger_id"":886,""output_tokens"":181,""request_body_sha256"":""e0ddca7d871018ec3ee616cc55965ee0089cb9ba99da0cced1a25c0a62a8c75f"",""request_bytes"":53191,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1392,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""4046d55e1418459ed82c9bffba0a5575ead90cc74b9b7a3eaf123c5344455270"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":7424,""completion_cost"":0.0,""completion_tokens"":181,""prompt_cost"":0.0,""prompt_tokens"":12623,""prompt_tokens_details"":{""cached_tokens"":7424},""reasoning_tokens"":0,""total_tokens"":12804},""utc_end"":""2026-09-15T12:24:14.234794+00:00"",""utc_start"":""2026-09-15T12:24:09.287624+00:00""}"
4,2026-09-15T12:24:19.232883+00:00,False,False,"[""e1""]",[],[],74038,"{""cache_read_tokens"":11392,""input_tokens"":17654,""output_tokens"":335}","{""cache_read_tokens"":11392,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17654,""latency_seconds"":7.8575998000160325,""ledger_id"":887,""output_tokens"":335,""request_body_sha256"":""4095aa5049b7e32c78d4943e3a82b955215c7df70ab8e0e5f5c9f519de507517"",""request_bytes"":74038,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1940,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""e28dd0f84cef74a71978df139ee3de12fa4527a1505d4a967b343a5029236797"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":11392,""completion_cost"":0.0,""completion_tokens"":335,""prompt_cost"":0.0,""prompt_tokens"":17654,""prompt_tokens_details"":{""cached_tokens"":11392},""reasoning_tokens"":0,""total_tokens"":17989},""utc_end"":""2026-09-15T12:24:27.201235+00:00"",""utc_start"":""2026-09-15T12:24:19.327272+00:00""}"
5,2026-09-15T12:24:29.779293+00:00,False,True,"[""e1""]",[],[],74750,"{""cache_read_tokens"":3328,""input_tokens"":17895,""output_tokens"":105}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17895,""latency_seconds"":4.652994200005196,""ledger_id"":888,""output_tokens"":105,""request_body_sha256"":""524a6ca6c97493568b5ffd34da171ec8454ddc62c0fda542b2543dc53b2878d8"",""request_bytes"":74750,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1022,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""720f59b89b58ac040855276c57977be2492d6f7013ea43ed192dcec7144e1595"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":105,""prompt_cost"":0.0,""prompt_tokens"":17895,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":18000},""utc_end"":""2026-09-15T12:24:34.547424+00:00"",""utc_start"":""2026-09-15T12:24:29.873150+00:00""}"
6,2026-09-15T12:24:34.784130+00:00,False,False,"[""e1"",""e2""]",[],[],82012,"{""cache_read_tokens"":16640,""input_tokens"":19542,""output_tokens"":154}","{""cache_read_tokens"":16640,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19542,""latency_seconds"":3.6082658999948762,""ledger_id"":889,""output_tokens"":154,""request_body_sha256"":""877db3aec1bdd9dc2c2b1093594ca4958c118ed0fa77909a131d811145366d85"",""request_bytes"":82012,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1240,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""c77ac9d916c233fefccabbbceefb8e7cd3d956f618035f5192ed96d0ca4ed22d"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":16640,""completion_cost"":0.0,""completion_tokens"":154,""prompt_cost"":0.0,""prompt_tokens"":19542,""prompt_tokens_details"":{""cached_tokens"":16640},""reasoning_tokens"":0,""total_tokens"":19696},""utc_end"":""2026-09-15T12:24:38.501207+00:00"",""utc_start"":""2026-09-15T12:24:34.873136+00:00""}"
7,2026-09-15T12:24:43.124427+00:00,False,True,"[""e1"",""e2""]",[],[],82504,"{""cache_read_tokens"":3328,""input_tokens"":19720,""output_tokens"":219}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19720,""latency_seconds"":5.318003899999894,""ledger_id"":890,""output_tokens"":219,""request_body_sha256"":""79eca081fab4344cc28e85370c4d59719ae154a0a78446f8b34364ac0ca9d268"",""request_bytes"":82504,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1502,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""f8ba77c8e33ebf7e2310f6b7413413d67471a32b856ce49292f76c3f69b81f15"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":219,""prompt_cost"":0.0,""prompt_tokens"":19720,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":19939},""utc_end"":""2026-09-15T12:24:48.559155+00:00"",""utc_start"":""2026-09-15T12:24:43.225392+00:00""}"
8,2026-09-15T12:24:50.822019+00:00,False,True,"[""e1"",""e2""]","[""e1""]",[],82233,"{""cache_read_tokens"":3328,""input_tokens"":19693,""output_tokens"":144}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19693,""latency_seconds"":5.589369699999224,""ledger_id"":891,""output_tokens"":144,""request_body_sha256"":""91cf3f84d09448b94fe38657b21cfe4f5274ff496471f1fdde882b83ac42f757"",""request_bytes"":82233,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1188,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""5a874cc6a65e79a0a44d49370703914c1b42d00d1b06f9ce534f39d29f05e700"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":144,""prompt_cost"":0.0,""prompt_tokens"":19693,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":19837},""utc_end"":""2026-09-15T12:24:56.518644+00:00"",""utc_start"":""2026-09-15T12:24:50.911898+00:00""}"
9,2026-09-15T12:24:58.702790+00:00,False,True,"[""e1"",""e2""]","[""e1""]",[],86541,"{""cache_read_tokens"":1024,""input_tokens"":20755,""output_tokens"":298}","{""cache_read_tokens"":1024,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":20755,""latency_seconds"":8.13222489997861,""ledger_id"":892,""output_tokens"":298,""request_body_sha256"":""ed8d7f62e736d26e4299299f53577318de764cc8c8245faac8b2b14e30d83fb7"",""request_bytes"":86541,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1885,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""7843c4c4744648e9084261920dca6954ec343e2ab704d147b26b3452bf70ed8c"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":1024,""completion_cost"":0.0,""completion_tokens"":298,""prompt_cost"":0.0,""prompt_tokens"":20755,""prompt_tokens_details"":{""cached_tokens"":1024},""reasoning_tokens"":0,""total_tokens"":21053},""utc_end"":""2026-09-15T12:25:06.982331+00:00"",""utc_start"":""2026-09-15T12:24:58.829375+00:00""}"
10,2026-09-15T12:25:09.443220+00:00,False,True,"[""e1"",""e2"",""e3""]","[""e1"",""e2""]",[],84330,"{""cache_read_tokens"":3328,""input_tokens"":20195,""output_tokens"":239}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":20195,""latency_seconds"":5.855146699992474,""ledger_id"":893,""output_tokens"":239,""request_body_sha256"":""2f3e4c9f80699e01566435c0556f6d4bd5f91fd271d6edc0f35d999235875888"",""request_bytes"":84330,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1562,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""057c8ec623da262d85a4f4ff567386461aaf203eaf2e5b806398e85fec9df3d4"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":239,""prompt_cost"":0.0,""prompt_tokens"":20195,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":20434},""utc_end"":""2026-09-15T12:25:15.403339+00:00"",""utc_start"":""2026-09-15T12:25:09.532804+00:00""}"
