round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T13:15:33.821408+00:00,False,False,[],[],[],16223,"{""cache_read_tokens"":0,""input_tokens"":3870,""output_tokens"":71}","{""cache_read_tokens"":0,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3870,""latency_seconds"":2.886107500002254,""ledger_id"":1022,""output_tokens"":71,""request_body_sha256"":""f04ab436073f1d8df23d07c19d6249d5305d80faa99f820cf8b53b35eb4a8b16"",""request_bytes"":16223,""requested_model"":""EB-GLM-5.2"",""response_bytes"":863,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""3f59fd33d6d909b0f6f0a91f53c7cf6a88eee514ad6b73e37e17e2097d373f64"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":0,""completion_cost"":0.0,""completion_tokens"":71,""prompt_cost"":0.0,""prompt_tokens"":3870,""prompt_tokens_details"":{""cached_tokens"":0},""reasoning_tokens"":0,""total_tokens"":3941},""utc_end"":""2026-09-15T13:15:36.802002+00:00"",""utc_start"":""2026-09-15T13:15:33.900300+00:00""}"
2,2026-09-15T13:15:51.357776+00:00,False,False,[],[],[],30858,"{""cache_read_tokens"":3328,""input_tokens"":7340,""output_tokens"":84}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":7340,""latency_seconds"":3.0462303000094835,""ledger_id"":1023,""output_tokens"":84,""request_body_sha256"":""1b5900d5b68322f7b6fed50b5e69a4fa880c62e6f3619c3139c0c73e186c021e"",""request_bytes"":30858,""requested_model"":""EB-GLM-5.2"",""response_bytes"":937,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""bc9a4b0ee7efcad9e7192b3a3360b249d81d0688d90bdba77820931ef711d568"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":84,""prompt_cost"":0.0,""prompt_tokens"":7340,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":7424},""utc_end"":""2026-09-15T13:15:54.504938+00:00"",""utc_start"":""2026-09-15T13:15:51.442255+00:00""}"
3,2026-09-15T13:15:56.863051+00:00,False,False,[],[],[],46501,"{""cache_read_tokens"":6016,""input_tokens"":10884,""output_tokens"":67}","{""cache_read_tokens"":6016,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":10884,""latency_seconds"":2.782414000015706,""ledger_id"":1024,""output_tokens"":67,""request_body_sha256"":""e14ede670a639c48abed993943f4db28d7d86a3508687348f4e7cdeb68298c89"",""request_bytes"":46501,""requested_model"":""EB-GLM-5.2"",""response_bytes"":842,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""ea276144edac14e4ffed70dbf95ae6c62cbcc41ee59a4f6b6af6dc01e54d3e2e"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":6016,""completion_cost"":0.0,""completion_tokens"":67,""prompt_cost"":0.0,""prompt_tokens"":10884,""prompt_tokens_details"":{""cached_tokens"":6016},""reasoning_tokens"":0,""total_tokens"":10951},""utc_end"":""2026-09-15T13:15:59.741187+00:00"",""utc_start"":""2026-09-15T13:15:56.941947+00:00""}"
4,2026-09-15T13:16:01.170824+00:00,False,False,[],[],[],57452,"{""cache_read_tokens"":9728,""input_tokens"":13587,""output_tokens"":53}","{""cache_read_tokens"":9728,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":13587,""latency_seconds"":1.4008455000002868,""ledger_id"":1025,""output_tokens"":53,""request_body_sha256"":""59f3c927a39bb8f77f6de68128437f9504d5c0a46a9d783f182fa8be930302b5"",""request_bytes"":57452,""requested_model"":""EB-GLM-5.2"",""response_bytes"":783,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""5544c82b283ed4672884bf11ea84b13f4aa736a6989517eddd3eb0440c8dc4e3"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":9728,""completion_cost"":0.0,""completion_tokens"":53,""prompt_cost"":0.0,""prompt_tokens"":13587,""prompt_tokens_details"":{""cached_tokens"":9728},""reasoning_tokens"":0,""total_tokens"":13640},""utc_end"":""2026-09-15T13:16:02.676429+00:00"",""utc_start"":""2026-09-15T13:16:01.253899+00:00""}"
5,2026-09-15T13:16:03.779153+00:00,False,False,[],[],[],68445,"{""cache_read_tokens"":12416,""input_tokens"":16222,""output_tokens"":72}","{""cache_read_tokens"":12416,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":16222,""latency_seconds"":2.032170899998164,""ledger_id"":1026,""output_tokens"":72,""request_body_sha256"":""d0dbcfdbbf2ba12f7dbb520535ee06f956bf949ee4298df97f8d30491d903a0a"",""request_bytes"":68445,""requested_model"":""EB-GLM-5.2"",""response_bytes"":889,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""b59dfe0db0acd7b0a3f00a886cc049e66c04bfeecd70b3e0387653da14a8f7d1"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":12416,""completion_cost"":0.0,""completion_tokens"":72,""prompt_cost"":0.0,""prompt_tokens"":16222,""prompt_tokens_details"":{""cached_tokens"":12416},""reasoning_tokens"":0,""total_tokens"":16294},""utc_end"":""2026-09-15T13:16:05.911316+00:00"",""utc_start"":""2026-09-15T13:16:03.861673+00:00""}"
6,2026-09-15T13:16:07.682601+00:00,False,False,[],[],[],84305,"{""cache_read_tokens"":14976,""input_tokens"":19969,""output_tokens"":75}","{""cache_read_tokens"":14976,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19969,""latency_seconds"":3.8422470999939833,""ledger_id"":1027,""output_tokens"":75,""request_body_sha256"":""73a86ac3946be9387b7e285d870552a19fc1995500a614c7b6dffe287bc87a5a"",""request_bytes"":84305,""requested_model"":""EB-GLM-5.2"",""response_bytes"":900,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""080fa702831a5bc22d61c72c3e8f1cbb8a322d4d45cb1d2481d74eb604a55076"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":14976,""completion_cost"":0.0,""completion_tokens"":75,""prompt_cost"":0.0,""prompt_tokens"":19969,""prompt_tokens_details"":{""cached_tokens"":14976},""reasoning_tokens"":0,""total_tokens"":20044},""utc_end"":""2026-09-15T13:16:11.629096+00:00"",""utc_start"":""2026-09-15T13:16:07.770939+00:00""}"
7,2026-09-15T13:16:13.816348+00:00,False,True,[],[],[],70599,"{""cache_read_tokens"":3328,""input_tokens"":16835,""output_tokens"":73}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":16835,""latency_seconds"":2.5447935000120196,""ledger_id"":1028,""output_tokens"":73,""request_body_sha256"":""5f0d545cd42968259b978b44a9eb6ecf2f41fb8a31ea06a1e941fbcc72931980"",""request_bytes"":70599,""requested_model"":""EB-GLM-5.2"",""response_bytes"":886,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""ad411ba51a9ac86739f7fa04df73193039827d29ce51490125011a8da1c99d7a"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":73,""prompt_cost"":0.0,""prompt_tokens"":16835,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":16908},""utc_end"":""2026-09-15T13:16:16.483140+00:00"",""utc_start"":""2026-09-15T13:16:13.920768+00:00""}"
8,2026-09-15T13:16:17.561588+00:00,False,False,[],[],[],81742,"{""cache_read_tokens"":15616,""input_tokens"":19473,""output_tokens"":71}","{""cache_read_tokens"":15616,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19473,""latency_seconds"":3.289981199981412,""ledger_id"":1029,""output_tokens"":71,""request_body_sha256"":""4ee4593b07bf6042c6108203155f10ff0e43609666b3e96aee7ef2750e8efd0e"",""request_bytes"":81742,""requested_model"":""EB-GLM-5.2"",""response_bytes"":874,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""ba04aae0d3849d1e3e4e2ca2ac54f0e241aea4665308065e22fc3cf657e5d6de"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":15616,""completion_cost"":0.0,""completion_tokens"":71,""prompt_cost"":0.0,""prompt_tokens"":19473,""prompt_tokens_details"":{""cached_tokens"":15616},""reasoning_tokens"":0,""total_tokens"":19544},""utc_end"":""2026-09-15T13:16:20.963475+00:00"",""utc_start"":""2026-09-15T13:16:17.656803+00:00""}"
9,2026-09-15T13:16:21.758042+00:00,False,True,[],[],[],70900,"{""cache_read_tokens"":3328,""input_tokens"":16816,""output_tokens"":71}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":16816,""latency_seconds"":3.71888949998538,""ledger_id"":1030,""output_tokens"":71,""request_body_sha256"":""516e4c241581493576bf634f060515466bcb596440a735416cbdb61d7c219dde"",""request_bytes"":70900,""requested_model"":""EB-GLM-5.2"",""response_bytes"":872,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""10f524d93c3715192ee2f36b988de8853030e206a5bdd7b7512e282db0ac3059"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":71,""prompt_cost"":0.0,""prompt_tokens"":16816,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":16887},""utc_end"":""2026-09-15T13:16:25.587105+00:00"",""utc_start"":""2026-09-15T13:16:21.850305+00:00""}"
10,2026-09-15T13:16:25.822538+00:00,False,False,[],[],[],79404,"{""cache_read_tokens"":15616,""input_tokens"":18820,""output_tokens"":71}","{""cache_read_tokens"":15616,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":18820,""latency_seconds"":2.4410619999980554,""ledger_id"":1031,""output_tokens"":71,""request_body_sha256"":""6ccf91ebac1229e770dbb7a4bdf2c3f32d872e3f597425367cefd22280c369a8"",""request_bytes"":79404,""requested_model"":""EB-GLM-5.2"",""response_bytes"":874,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""7dfc4075395591d073f46a4a39cc903a5c86dbce973ba74f5c229d0a2123a48a"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":15616,""completion_cost"":0.0,""completion_tokens"":71,""prompt_cost"":0.0,""prompt_tokens"":18820,""prompt_tokens_details"":{""cached_tokens"":15616},""reasoning_tokens"":0,""total_tokens"":18891},""utc_end"":""2026-09-15T13:16:28.380075+00:00"",""utc_start"":""2026-09-15T13:16:25.922911+00:00""}"
