round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T16:08:37.375235+00:00,False,False,[],[],[],17668,"{""cache_read_tokens"":3456,""input_tokens"":4146,""output_tokens"":83}","{""cache_read_tokens"":3456,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":4146,""latency_seconds"":4.099832699983381,""ledger_id"":1472,""output_tokens"":83,""request_body_sha256"":""d2d270c3e05258e13b5f7694e8fedca00ff59cc0e2f3bcb280e5be2a12e5cce4"",""request_bytes"":17668,""requested_model"":""EB-GLM-5.2"",""response_bytes"":917,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""e77cc6870aec5e55ac0d0225eae4e73ba8e50b15e598b9f073fb0c23f2f65161"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":3456,""completion_cost"":0.0,""completion_tokens"":83,""prompt_cost"":0.0,""prompt_tokens"":4146,""prompt_tokens_details"":{""cached_tokens"":3456},""reasoning_tokens"":0,""total_tokens"":4229},""utc_end"":""2026-09-15T16:08:41.586654+00:00"",""utc_start"":""2026-09-15T16:08:37.470942+00:00""}"
2,2026-09-15T16:08:43.664295+00:00,False,False,"[""e1""]",[],[],35662,"{""cache_read_tokens"":3584,""input_tokens"":8424,""output_tokens"":95}","{""cache_read_tokens"":3584,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":8424,""latency_seconds"":3.783017200010363,""ledger_id"":1473,""output_tokens"":95,""request_body_sha256"":""1d619f58ac1aff8f150f76a1eed95967fdad0436d314a927ca3b97cc1fabb995"",""request_bytes"":35662,""requested_model"":""EB-GLM-5.2"",""response_bytes"":926,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""7d03a2d2fcd393b4613bae4ca5bfdb7fe643f80aa8cf056b22430a65cd10cbef"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3584,""completion_cost"":0.0,""completion_tokens"":95,""prompt_cost"":0.0,""prompt_tokens"":8424,""prompt_tokens_details"":{""cached_tokens"":3584},""reasoning_tokens"":0,""total_tokens"":8519},""utc_end"":""2026-09-15T16:08:47.566368+00:00"",""utc_start"":""2026-09-15T16:08:43.765733+00:00""}"
3,2026-09-15T16:08:47.695653+00:00,False,False,"[""e1"",""e2""]",[],[],37070,"{""cache_read_tokens"":7168,""input_tokens"":8788,""output_tokens"":69}","{""cache_read_tokens"":7168,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":8788,""latency_seconds"":2.7197103000071365,""ledger_id"":1474,""output_tokens"":69,""request_body_sha256"":""2c24f48c5071a5481709e68b7d5aee31c92a6a8cd0a75b7f30352c6ce170a383"",""request_bytes"":37070,""requested_model"":""EB-GLM-5.2"",""response_bytes"":827,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""718243ad84c6da2f0bc6914c9287a9d15a4da7b6da3ee477e8082e74cc4997ef"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":7168,""completion_cost"":0.0,""completion_tokens"":69,""prompt_cost"":0.0,""prompt_tokens"":8788,""prompt_tokens_details"":{""cached_tokens"":7168},""reasoning_tokens"":0,""total_tokens"":8857},""utc_end"":""2026-09-15T16:08:50.528049+00:00"",""utc_start"":""2026-09-15T16:08:47.790102+00:00""}"
