round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T09:56:59.463416+00:00,False,False,[],[],[],16223,"{""cache_read_tokens"":0,""input_tokens"":3870,""output_tokens"":207}","{""cache_read_tokens"":0,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3870,""latency_seconds"":3.791539700003341,""ledger_id"":644,""output_tokens"":207,""request_body_sha256"":""f04ab436073f1d8df23d07c19d6249d5305d80faa99f820cf8b53b35eb4a8b16"",""request_bytes"":16223,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1399,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""507b05f5b566b438726ab5478fe9e8260a277f2d77e887a05a0d458ba1d698d7"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":0,""completion_cost"":0.0,""completion_tokens"":207,""prompt_cost"":0.0,""prompt_tokens"":3870,""prompt_tokens_details"":{""cached_tokens"":0},""reasoning_tokens"":0,""total_tokens"":4077},""utc_end"":""2026-09-15T09:57:03.338767+00:00"",""utc_start"":""2026-09-15T09:56:59.531247+00:00""}"
2,2026-09-15T09:57:21.787859+00:00,False,False,[],[],[],36457,"{""cache_read_tokens"":3328,""input_tokens"":8551,""output_tokens"":148}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":8551,""latency_seconds"":3.237621299980674,""ledger_id"":645,""output_tokens"":148,""request_body_sha256"":""ab3fec56e233f3e6df8b7e26d7a5f821445ae51f8703fe3a04dee196bb28a093"",""request_bytes"":36457,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1288,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""069bce321c26d5078a419414666d8db0bcbd0b62a747058307ccf4ab9e207452"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":148,""prompt_cost"":0.0,""prompt_tokens"":8551,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":8699},""utc_end"":""2026-09-15T09:57:25.122364+00:00"",""utc_start"":""2026-09-15T09:57:21.867599+00:00""}"
3,2026-09-15T09:57:28.202741+00:00,False,False,[],[],[],53317,"{""cache_read_tokens"":7296,""input_tokens"":12489,""output_tokens"":92}","{""cache_read_tokens"":7296,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":12489,""latency_seconds"":3.5634404000011273,""ledger_id"":646,""output_tokens"":92,""request_body_sha256"":""ee69e7c550c3783960707d19f2ffa1348e16be4abcd77e25b7eea9b461f8ff9f"",""request_bytes"":53317,""requested_model"":""EB-GLM-5.2"",""response_bytes"":949,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""f2cbcc25e4107b509b86d7a2705f13efcd2a1f34d8c9cdb2069754bd191593a1"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":7296,""completion_cost"":0.0,""completion_tokens"":92,""prompt_cost"":0.0,""prompt_tokens"":12489,""prompt_tokens_details"":{""cached_tokens"":7296},""reasoning_tokens"":0,""total_tokens"":12581},""utc_end"":""2026-09-15T09:57:31.873149+00:00"",""utc_start"":""2026-09-15T09:57:28.291115+00:00""}"
4,2026-09-15T09:57:33.978270+00:00,False,False,[],[],[],64003,"{""cache_read_tokens"":11264,""input_tokens"":15106,""output_tokens"":80}","{""cache_read_tokens"":11264,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":15106,""latency_seconds"":3.738597600022331,""ledger_id"":647,""output_tokens"":80,""request_body_sha256"":""3cc9ed0544f4827bc289f83df93b6eb1f46991a21a3391ce8813ea1e29d5ffaf"",""request_bytes"":64003,""requested_model"":""EB-GLM-5.2"",""response_bytes"":901,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""7f64d4d09b357d3e2f8c197a9bee81f4c56e61f54d87be042a9b4ebd1616eeac"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":11264,""completion_cost"":0.0,""completion_tokens"":80,""prompt_cost"":0.0,""prompt_tokens"":15106,""prompt_tokens_details"":{""cached_tokens"":11264},""reasoning_tokens"":0,""total_tokens"":15186},""utc_end"":""2026-09-15T09:57:38.049427+00:00"",""utc_start"":""2026-09-15T09:57:34.285373+00:00""}"
5,2026-09-15T09:57:39.401823+00:00,False,False,[],[],[],75032,"{""cache_read_tokens"":13952,""input_tokens"":17691,""output_tokens"":106}","{""cache_read_tokens"":13952,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17691,""latency_seconds"":2.83271099999547,""ledger_id"":648,""output_tokens"":106,""request_body_sha256"":""9abb36678e5f16b5f64568c6d432caecb750de1b64aad2ea4add1326d5777bf1"",""request_bytes"":75032,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1012,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""fcafb40274ac71ff572f3e5dda9d89348de1cc44cb049786102e9ab1caa1537d"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":13952,""completion_cost"":0.0,""completion_tokens"":106,""prompt_cost"":0.0,""prompt_tokens"":17691,""prompt_tokens_details"":{""cached_tokens"":13952},""reasoning_tokens"":0,""total_tokens"":17797},""utc_end"":""2026-09-15T09:57:42.332753+00:00"",""utc_start"":""2026-09-15T09:57:39.476218+00:00""}"
6,2026-09-15T09:57:47.543869+00:00,False,False,[],[],[],91227,"{""cache_read_tokens"":16512,""input_tokens"":21518,""output_tokens"":99}","{""cache_read_tokens"":16512,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21518,""latency_seconds"":2.8809970000002068,""ledger_id"":649,""output_tokens"":99,""request_body_sha256"":""bc893d7c479f835b29de16b40b2eca32f43241078bef6c3d6b8c435f67994fdf"",""request_bytes"":91227,""requested_model"":""EB-GLM-5.2"",""response_bytes"":974,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""65bcf5577861258a6b252ccf0b7187b61af428d9ecbb72ddaec3a6a5a5d1b8aa"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":16512,""completion_cost"":0.0,""completion_tokens"":99,""prompt_cost"":0.0,""prompt_tokens"":21518,""prompt_tokens_details"":{""cached_tokens"":16512},""reasoning_tokens"":0,""total_tokens"":21617},""utc_end"":""2026-09-15T09:57:50.556111+00:00"",""utc_start"":""2026-09-15T09:57:47.657784+00:00""}"
7,2026-09-15T09:57:53.211347+00:00,False,True,[],[],[],68448,"{""cache_read_tokens"":3328,""input_tokens"":16406,""output_tokens"":87}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":16406,""latency_seconds"":4.013789899996482,""ledger_id"":650,""output_tokens"":87,""request_body_sha256"":""12c761580764ec45e04f971c751d850db9c34a28ba6da7a05878bea779c280be"",""request_bytes"":68448,""requested_model"":""EB-GLM-5.2"",""response_bytes"":959,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""ee9275e7fd0091985c505aba3edd64f548b45b1b09f5602eae60c0ba0370c920"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":87,""prompt_cost"":0.0,""prompt_tokens"":16406,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":16493},""utc_end"":""2026-09-15T09:57:57.372692+00:00"",""utc_start"":""2026-09-15T09:57:53.336536+00:00""}"
8,2026-09-15T09:57:58.802242+00:00,False,False,[],[],[],81962,"{""cache_read_tokens"":15104,""input_tokens"":19632,""output_tokens"":101}","{""cache_read_tokens"":15104,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19632,""latency_seconds"":3.5432566000090446,""ledger_id"":651,""output_tokens"":101,""request_body_sha256"":""76e5091bebcce54211e02e55d4f61d42094f3e49ad1b3fc37dc979aa7fc081bd"",""request_bytes"":81962,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1001,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""9f6d625389d10b1c5bb6d71183e3637189dd3240a7ee118ee38de3d23f541fa7"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":15104,""completion_cost"":0.0,""completion_tokens"":101,""prompt_cost"":0.0,""prompt_tokens"":19632,""prompt_tokens_details"":{""cached_tokens"":15104},""reasoning_tokens"":0,""total_tokens"":19733},""utc_end"":""2026-09-15T09:58:02.488450+00:00"",""utc_start"":""2026-09-15T09:57:58.925055+00:00""}"
9,2026-09-15T09:58:02.875879+00:00,False,False,[],[],[],90561,"{""cache_read_tokens"":18432,""input_tokens"":21659,""output_tokens"":101}","{""cache_read_tokens"":18432,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21659,""latency_seconds"":3.3853069999895524,""ledger_id"":652,""output_tokens"":101,""request_body_sha256"":""4f32220dade83060c1aa26d26ce9c9599271dc490e2bd0f2e5bd12cefae84eea"",""request_bytes"":90561,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1001,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""fe08557edd1cade2f302477244c067613a2cb9b1110864e9e0d7530cf50c6dac"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":18432,""completion_cost"":0.0,""completion_tokens"":101,""prompt_cost"":0.0,""prompt_tokens"":21659,""prompt_tokens_details"":{""cached_tokens"":18432},""reasoning_tokens"":0,""total_tokens"":21760},""utc_end"":""2026-09-15T09:58:06.373877+00:00"",""utc_start"":""2026-09-15T09:58:02.962800+00:00""}"
10,2026-09-15T09:58:06.751734+00:00,False,True,[],[],[],61033,"{""cache_read_tokens"":3328,""input_tokens"":14586,""output_tokens"":101}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":14586,""latency_seconds"":3.563121699990006,""ledger_id"":653,""output_tokens"":101,""request_body_sha256"":""6e7c132f9a3e3426a97c9e6ed414ab6995ce868842080063252913b07d6e14c2"",""request_bytes"":61033,""requested_model"":""EB-GLM-5.2"",""response_bytes"":999,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""f893aadd2d3f13b927994ba1ee232ea6fb63c291c3a19417df07734f2c5dd21f"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":101,""prompt_cost"":0.0,""prompt_tokens"":14586,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":14687},""utc_end"":""2026-09-15T09:58:10.688914+00:00"",""utc_start"":""2026-09-15T09:58:07.046505+00:00""}"
