round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T10:15:57.950401+00:00,False,False,[],[],[],16223,"{""cache_read_tokens"":0,""input_tokens"":3870,""output_tokens"":194}","{""cache_read_tokens"":0,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3870,""latency_seconds"":6.479149999999208,""ledger_id"":678,""output_tokens"":194,""request_body_sha256"":""f04ab436073f1d8df23d07c19d6249d5305d80faa99f820cf8b53b35eb4a8b16"",""request_bytes"":16223,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1320,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""12bf4554eb6fe73edae7384ab0c799e51992c909024524364040b2e9fbf5c3f8"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":0,""completion_cost"":0.0,""completion_tokens"":194,""prompt_cost"":0.0,""prompt_tokens"":3870,""prompt_tokens_details"":{""cached_tokens"":0},""reasoning_tokens"":0,""total_tokens"":4064},""utc_end"":""2026-09-15T10:16:04.523410+00:00"",""utc_start"":""2026-09-15T10:15:58.028388+00:00""}"
2,2026-09-15T10:16:20.540813+00:00,False,False,[],[],[],39857,"{""cache_read_tokens"":3328,""input_tokens"":9575,""output_tokens"":183}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":9575,""latency_seconds"":5.345723300008103,""ledger_id"":679,""output_tokens"":183,""request_body_sha256"":""f749ff118f461f2b3044c2b05b1f24330ff019fd17426701b863468f6c6b4b51"",""request_bytes"":39857,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1422,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""42eb959d0271d230404a9ddc0be8d299dbedc6e35a309341ab0211a1fa98f730"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":183,""prompt_cost"":0.0,""prompt_tokens"":9575,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":9758},""utc_end"":""2026-09-15T10:16:26.039278+00:00"",""utc_start"":""2026-09-15T10:16:20.654359+00:00""}"
3,2026-09-15T10:16:33.748881+00:00,False,False,[],[],[],81121,"{""cache_read_tokens"":8320,""input_tokens"":19470,""output_tokens"":120}","{""cache_read_tokens"":8320,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19470,""latency_seconds"":4.290181399992434,""ledger_id"":680,""output_tokens"":120,""request_body_sha256"":""a670f9c7b18d528ea3746be90850315d10b6a9c298edbfc00294c478e9500a4c"",""request_bytes"":81121,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1043,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""8b6382ee165d6d48611222c819c13f0b637051a55734069bd621b404094340a3"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":8320,""completion_cost"":0.0,""completion_tokens"":120,""prompt_cost"":0.0,""prompt_tokens"":19470,""prompt_tokens_details"":{""cached_tokens"":8320},""reasoning_tokens"":0,""total_tokens"":19590},""utc_end"":""2026-09-15T10:16:38.139999+00:00"",""utc_start"":""2026-09-15T10:16:33.833513+00:00""}"
4,2026-09-15T10:16:41.410048+00:00,False,True,[],[],[],79515,"{""cache_read_tokens"":3328,""input_tokens"":19000,""output_tokens"":130}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19000,""latency_seconds"":4.959621000016341,""ledger_id"":681,""output_tokens"":130,""request_body_sha256"":""aaef1061fbee20c759f9898ff009beba2620f1181b9a55d11f0ce8accb0d0282"",""request_bytes"":79515,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1149,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""67fbafb15cc91601fa5f68c46f572fddc7c3ea9fce06cfc9d55c6fecf4dbc35b"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":130,""prompt_cost"":0.0,""prompt_tokens"":19000,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":19130},""utc_end"":""2026-09-15T10:16:46.473014+00:00"",""utc_start"":""2026-09-15T10:16:41.494353+00:00""}"
5,2026-09-15T10:16:48.594500+00:00,False,True,[],[],[],60478,"{""cache_read_tokens"":3328,""input_tokens"":14439,""output_tokens"":93}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":14439,""latency_seconds"":3.4501177999773063,""ledger_id"":682,""output_tokens"":93,""request_body_sha256"":""7c2bd24a9a6a1b6f40a0d24daf7f2bdd3575f606585df34bb45b233a8456eae1"",""request_bytes"":60478,""requested_model"":""EB-GLM-5.2"",""response_bytes"":928,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""e1bb8f60e50ab2e5fdd13d76f0e61a249d572f09a1c546820dd2155c56962be1"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":93,""prompt_cost"":0.0,""prompt_tokens"":14439,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":14532},""utc_end"":""2026-09-15T10:16:52.158916+00:00"",""utc_start"":""2026-09-15T10:16:48.691568+00:00""}"
6,2026-09-15T10:16:53.698747+00:00,False,False,[],[],[],72998,"{""cache_read_tokens"":13056,""input_tokens"":17416,""output_tokens"":80}","{""cache_read_tokens"":13056,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17416,""latency_seconds"":2.536034299992025,""ledger_id"":683,""output_tokens"":80,""request_body_sha256"":""144cc40c5c1de9a4d3aee64ab87b779c35847f4c64b77342c957af6d46094e79"",""request_bytes"":72998,""requested_model"":""EB-GLM-5.2"",""response_bytes"":872,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""5ed642f025c980c538ea48d457aea3638b3d59e9eb46f5709ba092627f8db2bd"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":13056,""completion_cost"":0.0,""completion_tokens"":80,""prompt_cost"":0.0,""prompt_tokens"":17416,""prompt_tokens_details"":{""cached_tokens"":13056},""reasoning_tokens"":0,""total_tokens"":17496},""utc_end"":""2026-09-15T10:16:56.326617+00:00"",""utc_start"":""2026-09-15T10:16:53.772321+00:00""}"
7,2026-09-15T10:16:58.628979+00:00,False,True,[],[],[],72477,"{""cache_read_tokens"":3328,""input_tokens"":17263,""output_tokens"":102}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17263,""latency_seconds"":3.0818998999893665,""ledger_id"":684,""output_tokens"":102,""request_body_sha256"":""f04f72f3c9a145c6afdc360931f14c166531011449ad91800fc22742144ed8f3"",""request_bytes"":72477,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1013,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""40c94e0a10fc66b9e3e73988aebd42b9a5c90240310e865e49af597da5f36a9f"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":102,""prompt_cost"":0.0,""prompt_tokens"":17263,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":17365},""utc_end"":""2026-09-15T10:17:01.810372+00:00"",""utc_start"":""2026-09-15T10:16:58.711475+00:00""}"
8,2026-09-15T10:17:03.161561+00:00,False,False,[],[],[],88844,"{""cache_read_tokens"":16000,""input_tokens"":21216,""output_tokens"":101}","{""cache_read_tokens"":16000,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21216,""latency_seconds"":3.230539600015618,""ledger_id"":685,""output_tokens"":101,""request_body_sha256"":""d5dcafb5aac352aa96f05b0f1a951270a611d80ffe03e9d69c3a50dc446f28d4"",""request_bytes"":88844,""requested_model"":""EB-GLM-5.2"",""response_bytes"":997,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""e9c0f35f16e9dee851bd1f8eae5b1f2c432232e114bafa783e84a63d26e9be42"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":16000,""completion_cost"":0.0,""completion_tokens"":101,""prompt_cost"":0.0,""prompt_tokens"":21216,""prompt_tokens_details"":{""cached_tokens"":16000},""reasoning_tokens"":0,""total_tokens"":21317},""utc_end"":""2026-09-15T10:17:06.482949+00:00"",""utc_start"":""2026-09-15T10:17:03.229041+00:00""}"
9,2026-09-15T10:17:08.678618+00:00,False,True,[],[],[],88622,"{""cache_read_tokens"":3328,""input_tokens"":21026,""output_tokens"":101}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21026,""latency_seconds"":4.274490500014508,""ledger_id"":686,""output_tokens"":101,""request_body_sha256"":""53a777e6ef827e349018531a38334b685fc6dc7b6d4955e51d4b370323c946e2"",""request_bytes"":88622,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1003,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""d5dc683e260f4bee333369b1d90e39ce5489bacb7723c6e3808cd61ce2f83c5c"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":101,""prompt_cost"":0.0,""prompt_tokens"":21026,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":21127},""utc_end"":""2026-09-15T10:17:13.057023+00:00"",""utc_start"":""2026-09-15T10:17:08.765834+00:00""}"
10,2026-09-15T10:17:13.329141+00:00,False,True,[],[],[],85431,"{""cache_read_tokens"":3328,""input_tokens"":20265,""output_tokens"":102}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":20265,""latency_seconds"":4.2825933000131045,""ledger_id"":687,""output_tokens"":102,""request_body_sha256"":""ae96b3187d8e5338e4141cb40179e97cfa74abd861e84b5d8894495c1ae50f03"",""request_bytes"":85431,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1090,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""c76d1808e053fffb80fa31e00d48677dfa9dc3fae09ee0a506cade42777337ae"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":102,""prompt_cost"":0.0,""prompt_tokens"":20265,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":20367},""utc_end"":""2026-09-15T10:17:17.713475+00:00"",""utc_start"":""2026-09-15T10:17:13.414634+00:00""}"
