round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T16:37:30.051297+00:00,False,False,[],[],[],16151,"{""cache_read_tokens"":3328,""input_tokens"":3869,""output_tokens"":181}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3869,""latency_seconds"":4.918180999986362,""ledger_id"":1518,""output_tokens"":181,""request_body_sha256"":""fe019b884af954cf8777f10448535ff340cb76bb43e9ff9bfcb87c4cc5b7cdcd"",""request_bytes"":16151,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1308,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""41e402377b737f470d72d0da84083f6e471463db3935095ea36b62c7944d62ab"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":181,""prompt_cost"":0.0,""prompt_tokens"":3869,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":4050},""utc_end"":""2026-09-15T16:37:35.086424+00:00"",""utc_start"":""2026-09-15T16:37:30.151036+00:00""}"
2,2026-09-15T16:37:39.804015+00:00,False,False,[],[],[],29563,"{""cache_read_tokens"":3328,""input_tokens"":7028,""output_tokens"":99}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":7028,""latency_seconds"":4.5376540000142995,""ledger_id"":1519,""output_tokens"":99,""request_body_sha256"":""e8803f46db125de09f73bf54781199bfca8425730b08661c47e5c84650dbd50d"",""request_bytes"":29563,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1075,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""fd5de44476c29f69d780e3b3fa3588378d47f45ed461e990205c8ab2eab34129"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":99,""prompt_cost"":0.0,""prompt_tokens"":7028,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":7127},""utc_end"":""2026-09-15T16:37:44.458838+00:00"",""utc_start"":""2026-09-15T16:37:39.903729+00:00""}"
3,2026-09-15T16:37:47.508282+00:00,False,False,[],[],[],40665,"{""cache_read_tokens"":5888,""input_tokens"":9723,""output_tokens"":75}","{""cache_read_tokens"":5888,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":9723,""latency_seconds"":3.804163399996469,""ledger_id"":1520,""output_tokens"":75,""request_body_sha256"":""02afea31d6c77830541b0be05dcca27445ecb459a545761e442f15b7a7fde977"",""request_bytes"":40665,""requested_model"":""EB-GLM-5.2"",""response_bytes"":980,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""a4520139fea021c5f48854f17b9263fa966153ce37e99277cf961d152541f3ce"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":5888,""completion_cost"":0.0,""completion_tokens"":75,""prompt_cost"":0.0,""prompt_tokens"":9723,""prompt_tokens_details"":{""cached_tokens"":5888},""reasoning_tokens"":0,""total_tokens"":9798},""utc_end"":""2026-09-15T16:37:51.441136+00:00"",""utc_start"":""2026-09-15T16:37:47.618360+00:00""}"
4,2026-09-15T16:37:54.488932+00:00,False,False,[],[],[],51076,"{""cache_read_tokens"":8448,""input_tokens"":12090,""output_tokens"":72}","{""cache_read_tokens"":8448,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":12090,""latency_seconds"":4.263967599981697,""ledger_id"":1521,""output_tokens"":72,""request_body_sha256"":""fa242c79c8ea9301bcd85cc0130f024c57cfbc8c049cfecac1c31da43a976d37"",""request_bytes"":51076,""requested_model"":""EB-GLM-5.2"",""response_bytes"":963,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""0894d93894796ebd56440b59f6fee03cd9159b3d774addf65c352cca7d361ecd"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":8448,""completion_cost"":0.0,""completion_tokens"":72,""prompt_cost"":0.0,""prompt_tokens"":12090,""prompt_tokens_details"":{""cached_tokens"":8448},""reasoning_tokens"":0,""total_tokens"":12162},""utc_end"":""2026-09-15T16:37:58.878282+00:00"",""utc_start"":""2026-09-15T16:37:54.595320+00:00""}"
5,2026-09-15T16:38:01.611895+00:00,False,False,[],[],[],61711,"{""cache_read_tokens"":10880,""input_tokens"":14425,""output_tokens"":87}","{""cache_read_tokens"":10880,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":14425,""latency_seconds"":2.842634200002067,""ledger_id"":1522,""output_tokens"":87,""request_body_sha256"":""0b66e2bfbabafca894f597f718899c1ad9cdf45643f2d5ad56452f9269d6b83d"",""request_bytes"":61711,""requested_model"":""EB-GLM-5.2"",""response_bytes"":987,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""d216e73f9bb632394731553c4b7e0948b2912bccd9fa496989980a1f73b91623"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":10880,""completion_cost"":0.0,""completion_tokens"":87,""prompt_cost"":0.0,""prompt_tokens"":14425,""prompt_tokens_details"":{""cached_tokens"":10880},""reasoning_tokens"":0,""total_tokens"":14512},""utc_end"":""2026-09-15T16:38:04.593462+00:00"",""utc_start"":""2026-09-15T16:38:01.731385+00:00""}"
6,2026-09-15T16:38:07.232256+00:00,False,False,[],[],[],72874,"{""cache_read_tokens"":13312,""input_tokens"":17266,""output_tokens"":122}","{""cache_read_tokens"":13312,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17266,""latency_seconds"":4.127437799994368,""ledger_id"":1523,""output_tokens"":122,""request_body_sha256"":""cb02f4b13d90e1ae9031e1dded6a178ad7077c8640c01a8a638bfce163de1106"",""request_bytes"":72874,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1162,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""a27bdb68ac4c416ed58bba1a8624a62ca7763441b7527c02b7794b939dc8114d"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":13312,""completion_cost"":0.0,""completion_tokens"":122,""prompt_cost"":0.0,""prompt_tokens"":17266,""prompt_tokens_details"":{""cached_tokens"":13312},""reasoning_tokens"":0,""total_tokens"":17388},""utc_end"":""2026-09-15T16:38:11.492449+00:00"",""utc_start"":""2026-09-15T16:38:07.348785+00:00""}"
7,2026-09-15T16:38:15.242191+00:00,False,False,[],[],[],83610,"{""cache_read_tokens"":16000,""input_tokens"":19775,""output_tokens"":97}","{""cache_read_tokens"":16000,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19775,""latency_seconds"":4.671740699996008,""ledger_id"":1524,""output_tokens"":97,""request_body_sha256"":""b5ecb2ab36fbd6e7252507c37734c4e62fc659390f3ee2d452250b2af611d8d9"",""request_bytes"":83610,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1054,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""3e31071e1bb58b950136e3042320617344e2a710dcc84b6c3d542d17835633af"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":16000,""completion_cost"":0.0,""completion_tokens"":97,""prompt_cost"":0.0,""prompt_tokens"":19775,""prompt_tokens_details"":{""cached_tokens"":16000},""reasoning_tokens"":0,""total_tokens"":19872},""utc_end"":""2026-09-15T16:38:20.050672+00:00"",""utc_start"":""2026-09-15T16:38:15.361552+00:00""}"
8,2026-09-15T16:38:23.860532+00:00,False,True,[],[],[],62583,"{""cache_read_tokens"":3328,""input_tokens"":14914,""output_tokens"":84}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":14914,""latency_seconds"":4.571594600012759,""ledger_id"":1525,""output_tokens"":84,""request_body_sha256"":""1753f9db0fa318d749044f5d3951b0fa3988a066e3188398730206c924080cf9"",""request_bytes"":62583,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1012,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""f654e1595c10abd411c8b05b4e6cc677e365b5aea5457c91f65945b981ecb3c6"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":84,""prompt_cost"":0.0,""prompt_tokens"":14914,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":14998},""utc_end"":""2026-09-15T16:38:28.563873+00:00"",""utc_start"":""2026-09-15T16:38:23.975444+00:00""}"
9,2026-09-15T16:38:32.099396+00:00,False,False,[],[],[],72930,"{""cache_read_tokens"":13696,""input_tokens"":17461,""output_tokens"":95}","{""cache_read_tokens"":13696,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17461,""latency_seconds"":3.5336855000059586,""ledger_id"":1526,""output_tokens"":95,""request_body_sha256"":""e5b989943b905d9c240c1ce8199eb86bf788cfa56c0ce612e86ec1e2f5d6c38f"",""request_bytes"":72930,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1140,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""a72c3d19357bd51b4b334bea731d5d01978ffe640fa244bcbbbf013fd2a77ce8"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":13696,""completion_cost"":0.0,""completion_tokens"":95,""prompt_cost"":0.0,""prompt_tokens"":17461,""prompt_tokens_details"":{""cached_tokens"":13696},""reasoning_tokens"":0,""total_tokens"":17556},""utc_end"":""2026-09-15T16:38:35.785347+00:00"",""utc_start"":""2026-09-15T16:38:32.232034+00:00""}"
10,2026-09-15T16:38:44.074859+00:00,False,True,[],[],[],73449,"{""cache_read_tokens"":3328,""input_tokens"":17747,""output_tokens"":126}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17747,""latency_seconds"":4.47373259998858,""ledger_id"":1527,""output_tokens"":126,""request_body_sha256"":""ea9b1e4e16393ef6308e93d82340d0b1d71552e8b6f895a8b32cc234160d779f"",""request_bytes"":73449,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1319,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""7b5185435a1e22e973f698545dd433fff3222c67bc60aef159ff9b32673db6c7"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":126,""prompt_cost"":0.0,""prompt_tokens"":17747,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":17873},""utc_end"":""2026-09-15T16:38:48.957789+00:00"",""utc_start"":""2026-09-15T16:38:44.443519+00:00""}"
