round,utc,final,compacted,visible,shelf_restored,shelf_evicted,wire_bytes,usage,http
1,2026-09-15T14:18:13.390143+00:00,False,False,[],[],[],16223,"{""cache_read_tokens"":3840,""input_tokens"":3870,""output_tokens"":206}","{""cache_read_tokens"":3840,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":3870,""latency_seconds"":4.203746400016826,""ledger_id"":1262,""output_tokens"":206,""request_body_sha256"":""f04ab436073f1d8df23d07c19d6249d5305d80faa99f820cf8b53b35eb4a8b16"",""request_bytes"":16223,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1404,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""674d2ca7afdf276963e54b8aa9067fe3df8f27b30b3560edfe407a8e143bddc9"",""sequence"":1,""usage"":{""cache_cost"":0.0,""cached_tokens"":3840,""completion_cost"":0.0,""completion_tokens"":206,""prompt_cost"":0.0,""prompt_tokens"":3870,""prompt_tokens_details"":{""cached_tokens"":3840},""reasoning_tokens"":0,""total_tokens"":4076},""utc_end"":""2026-09-15T14:18:17.727948+00:00"",""utc_start"":""2026-09-15T14:18:13.508778+00:00""}"
2,2026-09-15T14:18:20.365360+00:00,False,False,[],[],[],36244,"{""cache_read_tokens"":3328,""input_tokens"":8512,""output_tokens"":187}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":8512,""latency_seconds"":5.9077101000002585,""ledger_id"":1263,""output_tokens"":187,""request_body_sha256"":""78204eaa007c61aa4c800bdd4b2e70b4d7169252b6ff59c7656df85d16d6316d"",""request_bytes"":36244,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1451,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""ba3daf86e4693bb467c1c5f81160940f552929742978f6b537da770206d8707c"",""sequence"":2,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":187,""prompt_cost"":0.0,""prompt_tokens"":8512,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":8699},""utc_end"":""2026-09-15T14:18:26.424194+00:00"",""utc_start"":""2026-09-15T14:18:20.498939+00:00""}"
3,2026-09-15T14:18:31.016177+00:00,False,False,[],[],[],63594,"{""cache_read_tokens"":7296,""input_tokens"":14953,""output_tokens"":182}","{""cache_read_tokens"":7296,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":14953,""latency_seconds"":4.504944200016325,""ledger_id"":1264,""output_tokens"":182,""request_body_sha256"":""9a8647a4331dec70d25a5d68cce5fedeac7841f9b3ed266b5dd62fd0b3929c25"",""request_bytes"":63594,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1447,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""0c3976eb707948eb0b252c9233dd4acb0fb9dc5214964bc4e2b707731171ccec"",""sequence"":3,""usage"":{""cache_cost"":0.0,""cached_tokens"":7296,""completion_cost"":0.0,""completion_tokens"":182,""prompt_cost"":0.0,""prompt_tokens"":14953,""prompt_tokens_details"":{""cached_tokens"":7296},""reasoning_tokens"":0,""total_tokens"":15135},""utc_end"":""2026-09-15T14:18:36.119446+00:00"",""utc_start"":""2026-09-15T14:18:31.590772+00:00""}"
4,2026-09-15T14:18:39.898137+00:00,False,False,[],[],[],91281,"{""cache_read_tokens"":13824,""input_tokens"":21467,""output_tokens"":141}","{""cache_read_tokens"":13824,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21467,""latency_seconds"":4.300346799980616,""ledger_id"":1265,""output_tokens"":141,""request_body_sha256"":""645ad4f56e86de735a28428019510aaf3dfbb67a0b1dc54fad4af5f0c32ac174"",""request_bytes"":91281,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1165,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""dd837ae59929d7da67823b466da1225ae5171d7b9f12664083589f345d38fc48"",""sequence"":4,""usage"":{""cache_cost"":0.0,""cached_tokens"":13824,""completion_cost"":0.0,""completion_tokens"":141,""prompt_cost"":0.0,""prompt_tokens"":21467,""prompt_tokens_details"":{""cached_tokens"":13824},""reasoning_tokens"":0,""total_tokens"":21608},""utc_end"":""2026-09-15T14:18:44.320402+00:00"",""utc_start"":""2026-09-15T14:18:40.001658+00:00""}"
5,2026-09-15T14:18:46.554111+00:00,False,True,[],[],[],90411,"{""cache_read_tokens"":3328,""input_tokens"":21493,""output_tokens"":130}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":21493,""latency_seconds"":4.065278199996101,""ledger_id"":1266,""output_tokens"":130,""request_body_sha256"":""13c59fa5352d8c1d464349ac566f366389120875713f636657bdf0ee6ec21b1d"",""request_bytes"":90411,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1085,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""b95dafb68226b414187944789bfe54c0e5b936d9ccb7dc0aca8a97b0493ba968"",""sequence"":5,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":130,""prompt_cost"":0.0,""prompt_tokens"":21493,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":21623},""utc_end"":""2026-09-15T14:18:50.748823+00:00"",""utc_start"":""2026-09-15T14:18:46.665512+00:00""}"
6,2026-09-15T14:18:52.236445+00:00,False,True,[],[],[],74097,"{""cache_read_tokens"":3328,""input_tokens"":17698,""output_tokens"":132}","{""cache_read_tokens"":3328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":17698,""latency_seconds"":3.112727800005814,""ledger_id"":1267,""output_tokens"":132,""request_body_sha256"":""d58df2b1891d490be3497a6777869b7e3efd872f048b868ab5dcd094ce880dc1"",""request_bytes"":74097,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1105,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""acadaab75a512142d41abfd64e0732f54231ca308eb8915065f76be9ade284f4"",""sequence"":6,""usage"":{""cache_cost"":0.0,""cached_tokens"":3328,""completion_cost"":0.0,""completion_tokens"":132,""prompt_cost"":0.0,""prompt_tokens"":17698,""prompt_tokens_details"":{""cached_tokens"":3328},""reasoning_tokens"":0,""total_tokens"":17830},""utc_end"":""2026-09-15T14:18:55.477909+00:00"",""utc_start"":""2026-09-15T14:18:52.346882+00:00""}"
7,2026-09-15T14:18:55.685891+00:00,False,False,[],[],[],80107,"{""cache_read_tokens"":16512,""input_tokens"":19128,""output_tokens"":132}","{""cache_read_tokens"":16512,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":19128,""latency_seconds"":2.665982399979839,""ledger_id"":1268,""output_tokens"":132,""request_body_sha256"":""ae87fb58bcfb8a0ea12db992a104e07e3cffd83f3bde5d2ae91f1ff34e2f8822"",""request_bytes"":80107,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1107,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""04d226066c43bf26b31c9bcc3fffd5a6921812962f1b693d99a5ea5f44216b3b"",""sequence"":7,""usage"":{""cache_cost"":0.0,""cached_tokens"":16512,""completion_cost"":0.0,""completion_tokens"":132,""prompt_cost"":0.0,""prompt_tokens"":19128,""prompt_tokens_details"":{""cached_tokens"":16512},""reasoning_tokens"":0,""total_tokens"":19260},""utc_end"":""2026-09-15T14:18:58.477499+00:00"",""utc_start"":""2026-09-15T14:18:55.793999+00:00""}"
8,2026-09-15T14:18:58.678248+00:00,False,False,[],[],[],86217,"{""cache_read_tokens"":17920,""input_tokens"":20571,""output_tokens"":132}","{""cache_read_tokens"":17920,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":20571,""latency_seconds"":3.126710799988359,""ledger_id"":1269,""output_tokens"":132,""request_body_sha256"":""f52b51d2a711811fe7bd280e734d8058474cd3608af940f3fba5858c23437128"",""request_bytes"":86217,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1107,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""cea13775eea45ed02ffed6be4be6ab5442922ee7761c2a531121412a44aa19b0"",""sequence"":8,""usage"":{""cache_cost"":0.0,""cached_tokens"":17920,""completion_cost"":0.0,""completion_tokens"":132,""prompt_cost"":0.0,""prompt_tokens"":20571,""prompt_tokens_details"":{""cached_tokens"":17920},""reasoning_tokens"":0,""total_tokens"":20703},""utc_end"":""2026-09-15T14:19:01.947555+00:00"",""utc_start"":""2026-09-15T14:18:58.800106+00:00""}"
9,2026-09-15T14:19:02.100445+00:00,False,False,[],[],[],87555,"{""cache_read_tokens"":19328,""input_tokens"":20820,""output_tokens"":132}","{""cache_read_tokens"":19328,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":20820,""latency_seconds"":2.9507697999943048,""ledger_id"":1270,""output_tokens"":132,""request_body_sha256"":""dfcec9eabb528fa808c870aafc222a4878b8d67904842c3241eb25cadccf7b35"",""request_bytes"":87555,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1107,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""92b74f289fa1b933083f1a3fd2ac01ea0bc08be49ab33eb6cb0427e08c19bc3c"",""sequence"":9,""usage"":{""cache_cost"":0.0,""cached_tokens"":19328,""completion_cost"":0.0,""completion_tokens"":132,""prompt_cost"":0.0,""prompt_tokens"":20820,""prompt_tokens_details"":{""cached_tokens"":19328},""reasoning_tokens"":0,""total_tokens"":20952},""utc_end"":""2026-09-15T14:19:05.177529+00:00"",""utc_start"":""2026-09-15T14:19:02.209162+00:00""}"
10,2026-09-15T14:19:05.328298+00:00,True,False,[],[],[],79241,"{""cache_read_tokens"":1024,""input_tokens"":18687,""output_tokens"":229}","{""cache_read_tokens"":1024,""cache_write_tokens"":null,""finish_reason"":""tool_calls"",""http_status"":200,""input_tokens"":18687,""latency_seconds"":6.385169599991059,""ledger_id"":1271,""output_tokens"":229,""request_body_sha256"":""bf263719d550daf9a245039019d87058d88d811acdfe500234d5e1964cd43c4f"",""request_bytes"":79241,""requested_model"":""EB-GLM-5.2"",""response_bytes"":1696,""response_representation"":""original response body bytes"",""returned_model"":""glm-5.2"",""sanitized_response"":false,""saved_response_body_sha256"":""8869c05ce7e841a99d9f24e02be3c2e3fe094b6ecb14866d3e1e83245b41febe"",""sequence"":10,""usage"":{""cache_cost"":0.0,""cached_tokens"":1024,""completion_cost"":0.0,""completion_tokens"":229,""prompt_cost"":0.0,""prompt_tokens"":18687,""prompt_tokens_details"":{""cached_tokens"":1024},""reasoning_tokens"":0,""total_tokens"":18916},""utc_end"":""2026-09-15T14:19:11.840789+00:00"",""utc_start"":""2026-09-15T14:19:05.437239+00:00""}"
